evaluation_scope,model,model_role,n_cases,n_elements_evaluated,micro_mae,micro_rmse,micro_r2,macro_mae,macro_rmse,macro_r2,worst_case_rmse,mean_top5_actual_rmse,mean_top5_actual_bias,mean_p95_relative_error,mean_p95_underprediction_fraction,mean_p99_relative_error,mean_p99_underprediction_fraction,mean_top5pct_hotspot_overlap,mean_top1pct_hotspot_overlap,mean_top1_recall_in_predicted_top5,max_prediction_abs_max_ratio
locked_final_50,full_consensus_tail,predeclared_secondary_research_only,50,20018000,1.3487533573460675,1.9058702822719162,0.6206764543124927,1.3487533573460675,1.790679052714033,0.3864425489799974,4.2439604701341205,3.284316616956202,-1.9609441246327006,0.0709533131277629,0.014592697964004255,0.17039171769838546,0.15927709776483506,0.5688760115895694,0.556948051948052,0.9334165834165834,1.4126449649602228
locked_final_50,mean_calibrated_consensus,predeclared_primary,50,20018000,1.3573188966607317,1.9503800163000955,0.602752107472351,1.357318896660732,1.8472300448997445,0.36798746397459053,4.210844161518255,3.907870234270511,-2.7010384900663302,0.07864669114395408,0.04738678604837225,0.20308427067922627,0.19394449719981657,0.5069427515236287,0.49972027972027966,0.8392057942057941,1.3463681415535165
