case_id,case_number,n_elements,predictor_only,fluence_rate_mean,fluence_rate_std,fluence_rate_min,fluence_rate_p95,fluence_rate_max,temperature_mean,temperature_std,temperature_min,temperature_p95,temperature_max,weight_loss_rate_mean,weight_loss_rate_std,weight_loss_rate_min,weight_loss_rate_p95,weight_loss_rate_max,rho_mean,rho_std,rho_min,rho_p95,rho_max,theta_mean,theta_std,theta_min,theta_p95,theta_max,z_mean,z_std,z_min,z_p95,z_max,theta_sin_mean,theta_sin_std,theta_sin_min,theta_sin_p95,theta_sin_max,theta_cos_mean,theta_cos_std,theta_cos_min,theta_cos_p95,theta_cos_max,similarity_group,final_evaluation_signature_sha256
case_132,132,400360,True,3.867623906345655,0.3244735840674283,2.943481922149658,4.575310230255127,5.2082600593566895,361.20372577704967,10.831607309743582,346.9159851074219,386.6640930175781,434.6773986816406,0.3607079395131639,0.052684396202817806,0.27710598707199097,0.5001459717750549,0.6125620007514954,187.4632904694552,17.38420072838204,130.20484924316406,212.46715545654297,222.9940948486328,0.34423042624431505,0.1411855520102808,0.007526099216192961,0.558673557639122,0.773492693901062,443.21820719938603,256.9603174669908,1.7597830295562744,842.3922149658204,885.0457763671875,0.3340566239408103,0.1312920530745121,0.007526027970016003,0.530061912536621,0.6986384391784668,0.9320196662736482,0.050079041688194985,0.7154749035835266,0.9922940135002136,0.9999716877937317,group_100,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_134,134,400360,True,3.573578889816121,0.3703384803674914,2.820449113845825,4.42370080947876,5.1766180992126465,367.4038481010401,11.587195498450976,349.4971008300781,398.29754638671875,424.0448303222656,0.3591439451826168,0.06090677065134383,0.2721560001373291,0.5015419721603394,0.6515780091285706,187.34988791234892,17.382579018612578,130.12521362304688,212.34137573242188,222.9141082763672,0.34426188112543804,0.14122673812800687,0.0075218393467366695,0.5588685482740402,0.7734965682029724,443.07960060197627,256.8658362133298,1.7629330158233643,842.0919830322266,884.7583618164062,0.33408407648249855,0.1313296814791091,0.0075217681005597115,0.5302272260189056,0.6986411809921265,0.9320036793689483,0.050094772535917584,0.7154722213745117,0.9922981858253479,0.9999716877937317,group_102,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_135,135,400360,True,3.2885556997935104,0.31812168934677343,2.7535030841827393,4.016272068023682,5.103894233703613,363.07210392421723,10.306239814132995,346.62371826171875,387.9169921875,426.46685791015625,0.3487778747072228,0.05587944083771605,0.27723801136016846,0.4809589982032776,0.6449859738349915,187.15683016632687,17.396761791416612,129.94033813476562,212.1609313964844,222.53793334960938,0.3444585352611804,0.14133475149477293,0.007522023282945156,0.5591052353382111,0.773508608341217,442.4619331034235,256.75171956391193,1.6252379417419434,841.2427368164062,883.5291137695312,0.33426266172623625,0.13142469530026163,0.007521952036768198,0.5304278880357742,0.6986498236656189,0.9319235002149509,0.0501459101177459,0.7154638171195984,0.9922981262207031,0.9999716877937317,group_103,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_138,138,400360,True,3.646189056360849,0.35759086668898715,2.850358009338379,4.46113395690918,5.18345308303833,365.2697066158524,10.51311580782142,349.498291015625,393.1558837890625,421.4848937988281,0.3525456497880983,0.06142843749192094,0.2676970064640045,0.4967299997806549,0.6558110117912292,187.35898662616304,17.38449883746992,130.1371307373047,212.35771942138672,222.89324951171875,0.3442666237304362,0.14122525996333596,0.007522258907556534,0.558856764435768,0.773495614528656,443.0677777145781,256.873231599105,1.762650966644287,842.0931427001954,884.7251586914062,0.33408858728924956,0.13132822974324157,0.007522188127040863,0.5302172273397445,0.6986405253410339,0.9320022829016172,0.05009447631162723,0.7154728770256042,0.9922979474067688,0.9999716877937317,group_105,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_140,140,400360,True,3.797483612719515,0.33432320615760347,2.9142849445343018,4.534465789794922,5.199546813964844,369.3390599845637,12.843689851169515,349.2165222167969,402.76806640625,432.99981689453125,0.3596436178717583,0.05179539240414278,0.2804810106754303,0.49837198853492737,0.6051260232925415,187.433029068356,17.379639224857407,130.18878173828125,212.42565689086913,223.05447387695312,0.34420450883173703,0.14117801940211006,0.007524991407990456,0.5586109727621078,0.7734907269477844,443.228180658086,256.92645079107234,1.7496229410171509,842.3516265869141,885.048583984375,0.3340327786837379,0.13128585156354441,0.007524920627474785,0.5300088047981262,0.6986370086669922,0.9320293394769985,0.05007432814812129,0.7154762744903564,0.9922950863838196,0.9999716877937317,group_107,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_149,149,400360,True,3.4059423715778374,0.38162810546093473,2.757343053817749,4.29272985458374,5.138607978820801,380.331708010642,11.625916796997688,361.916259765625,404.2888488769531,439.25244140625,0.3429635153026154,0.047382099395782536,0.2671869993209839,0.44787999987602234,0.6271960139274597,187.22198767435754,17.377902869733088,130.04197692871094,212.20001373291015,222.69705200195312,0.3443116911706206,0.14125742490658508,0.007518148981034756,0.5590150058269501,0.7735013365745544,442.73208373150146,256.76974645975264,1.7407519817352295,841.5731872558594,884.0322875976562,0.3341291524223483,0.13135685848505918,0.007518078200519085,0.5303513675928115,0.6986445784568787,0.9319829350095646,0.050108822637842144,0.7154688835144043,0.9923000931739807,0.9999717473983765,group_115,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_152,152,400360,True,3.4639682368734808,0.4014155329464271,2.7591660022735596,4.4069318771362305,5.185136795043945,406.042567085741,10.217841171234792,355.7591247558594,421.7657165527344,444.45458984375,0.3511653073041967,0.06098978649876587,0.26611998677253723,0.49487099051475525,0.6495779752731323,187.3789229959836,17.360950747463093,130.08111572265625,212.3420738220215,223.0420379638672,0.34411242388669017,0.14115318788685793,0.0075238714925944805,0.5584665983915329,0.7734856605529785,443.2921595135734,256.84899577004916,1.7803360223770142,842.3095733642579,885.2595825195312,0.3339479578154999,0.13126562691691673,0.00752380071207881,0.5298864036798477,0.6986333727836609,0.9320634472656291,0.05005823539630623,0.715479850769043,0.9922971129417419,0.9999716877937317,group_118,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_160,160,400360,True,4.184346000230423,0.2899434784661401,3.0147910118103027,4.742589950561523,5.251800060272217,380.2894708598931,11.591277155880531,361.702880859375,404.0438232421875,438.78619384765625,0.35700279791844164,0.05242488990351927,0.2733139991760254,0.49443501234054565,0.5992270112037659,187.62110665384523,17.38601770535224,130.23699951171875,212.6100830078125,223.34298706054688,0.3441178986557421,0.14109764534708988,0.007525678724050522,0.5580793172121047,0.7734816670417786,443.5518145024866,257.07661462848364,1.7274169921875,842.9459381103516,885.6890258789062,0.3339556041640496,0.1312128352645856,0.007525607943534851,0.5295579344034194,0.6986305713653564,0.932068990697238,0.050042411169149224,0.7154825925827026,0.992292407155037,0.9999716877937317,group_125,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_161,161,400360,True,3.4202185277827364,0.39770112909230004,2.7461349964141846,4.344242095947266,5.169221878051758,438.67180740092704,11.230163024598495,362.9317321777344,445.7730712890625,451.61846923828125,0.3335092227863186,0.05006047755751785,0.26409199833869934,0.45103099942207336,0.6272000074386597,187.42022448690375,17.359704159219184,130.07655334472656,212.37953491210936,223.12680053710938,0.3440853057719064,0.1411170311439565,0.007524666842073202,0.5582854568958282,0.7734825611114502,443.33469539726843,256.8742122344046,1.7722430229187012,842.4101684570312,885.3820190429688,0.33392430792862815,0.13123246213191245,0.007524595595896244,0.5297327309846878,0.6986311674118042,0.9320773153393963,0.05004473768440948,0.7154819965362549,0.9922949075698853,0.9999716877937317,group_126,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_162,162,400360,True,3.568811347160869,0.3708173837225003,2.817322015762329,4.41287088394165,5.176116943359375,368.18289771017606,13.982061936857683,346.96575927734375,400.5555419921875,435.0369567871094,0.6346495276052929,0.04501869401661401,0.33068498969078064,0.6688550114631653,0.7061629891395569,187.39886987350576,17.347224348516093,130.10177612304688,212.34378967285156,223.16526794433594,0.3440892830070684,0.14111014222709733,0.0075250728987157345,0.558276706933975,0.773483157157898,443.34682016393464,256.86581236865334,1.783318042755127,842.4140747070312,885.4201049804688,0.3339283702399306,0.13122611930220726,0.007525001652538776,0.5297253280878066,0.6986316442489624,0.9320768843694981,0.050042290089957274,0.7154815793037415,0.9922923445701599,0.9999716877937317,group_127,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_167,167,400360,True,3.4320812983212265,0.4014831711869142,2.745656967163086,4.365865230560303,5.175084114074707,381.37396099674845,11.737162739965912,351.5562438964844,403.76507568359375,440.1607360839844,0.6391212552354129,0.045386438920062756,0.333173006772995,0.6719080209732056,0.7064470052719116,187.3463849559246,17.33607513441244,130.0467529296875,212.27215270996092,223.0458984375,0.344034160462304,0.1411016273096325,0.007524788845330477,0.5582024574279785,0.7734792828559875,443.269627033354,256.8172754112159,1.7859859466552734,842.2498809814454,885.2619018554688,0.3338773345002163,0.13122026911029247,0.007524718064814806,0.5296623796224594,0.698628842830658,0.9320964414203176,0.050033892671773245,0.7154843211174011,0.9922948479652405,0.9999716877937317,group_132,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_168,168,400360,True,3.4650731847364593,0.39968843943837357,2.7597849369049072,4.404419898986816,5.166017055511475,367.8317590993057,13.345258465576814,346.85321044921875,398.8331298828125,431.8712463378906,0.3567273182407556,0.05225263738364799,0.2727949917316437,0.49368399381637573,0.5967599749565125,187.41304650079454,17.384285122845853,130.14788818359375,212.42376251220702,222.9872283935547,0.34427574374663455,0.14122454422849928,0.007522103376686573,0.558897677063942,0.7734960913658142,443.21501072917306,256.9365116441317,1.775259017944336,842.3244018554688,885.0469970703125,0.33409715576374027,0.1313274101285484,0.007522032596170902,0.5302519202232361,0.6986408233642578,0.9319993169038657,0.05009466240978618,0.7154725193977356,0.9922962188720703,0.9999716877937317,group_133,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_172,172,400360,True,4.8254776253282445,0.262997835283053,3.1273529529571533,5.102995872497559,5.34852409362793,376.0177865671628,10.290848602704125,357.09808349609375,397.0860290527344,437.8312072753906,0.3575095110071064,0.0624818607803506,0.27514898777008057,0.5071679949760437,0.6606910228729248,188.1938360731613,17.434636965092135,130.61354064941406,213.25033645629884,224.03273010253906,0.34408138083512674,0.14103313576522547,0.00752848107367754,0.5576684266328811,0.77347332239151,444.563417749657,257.6501165532494,1.7223750352859497,844.841552734375,887.62158203125,0.33392443436810476,0.1311528950819351,0.007528409827500582,0.5292092949151992,0.6986245512962341,0.9320897764565109,0.050020383109323746,0.7154884338378906,0.9922765523195267,0.9999716877937317,group_136,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_174,174,400360,True,5.093767577278136,0.2849740977698646,3.1958820819854736,5.283919811248779,5.390149116516113,429.51182722841924,10.34306635968906,361.2953796386719,438.1062316894531,449.2332458496094,0.5203563412481141,0.04307678176084344,0.3048830032348633,0.5862389802932739,0.6803309917449951,189.6997160579694,17.56082629049604,131.60736083984375,214.93907318115234,226.0130615234375,0.34412636467575763,0.1408850610582321,0.0075270370580255985,0.5570930451154708,0.7734812498092651,447.40446722843075,259.1841028575787,1.7611490488052368,850.0780181884766,893.2413330078125,0.3339731671287507,0.13101110985378192,0.0075269658118486404,0.5287210226058958,0.6986302137374878,0.9320943646519283,0.04998107672240712,0.7154829502105713,0.9922192752361297,0.9999716877937317,group_138,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_177,177,400360,True,5.081781479109178,0.2830140855373177,3.1926259994506836,5.27492618560791,5.388484954833984,427.4804080093785,10.458217314360171,360.4108581542969,436.4237365722656,449.3017578125,0.3330315619376599,0.0499023833537982,0.26395899057388306,0.45000800490379333,0.624547004699707,189.16691047343738,17.513582865604945,131.25192260742188,214.33969497680664,225.26905822753906,0.34408692751593983,0.1409441963991055,0.007529063615947962,0.5572737991809844,0.7734764218330383,446.4270590907029,258.65461471484315,1.7552340030670166,848.2694122314454,891.3117065429688,0.3339336455964568,0.13106840262555272,0.007528992369771004,0.5288744240999221,0.6986267566680908,0.9320997231032407,0.04999500383998573,0.7154862880706787,0.9922477632761002,0.9999716281890869,group_140,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_178,178,400360,True,3.396251433183173,0.40400762526171485,2.755424976348877,4.334136962890625,5.162658214569092,411.0409682225938,10.041428881509843,356.61480712890625,425.5467834472656,445.150634765625,0.4760422067067425,0.04621270369126024,0.2983660101890564,0.5517550110816956,0.672586977481842,187.32634421882244,17.345222073239594,130.01605224609375,212.26519699096679,223.03819274902344,0.344071951021933,0.1411186092629489,0.007524929940700531,0.5582823008298873,0.7734816670417786,443.2383900158269,256.7910142058693,1.7808539867401123,842.1867065429688,885.2058715820312,0.33391179458012377,0.13123463626219037,0.00752485916018486,0.5297300964593886,0.6986305117607117,0.9320815634450268,0.05004340860328357,0.7154825925827026,0.992294430732727,0.9999716877937317,group_141,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_198,198,400360,True,3.85812639004344,0.32567650110093693,2.9383749961853027,4.565793037414551,5.206686019897461,368.7459999202622,12.22369710352647,350.1164245605469,401.3096923828125,427.1876525878906,0.3581090430331309,0.051711259987870496,0.2754719853401184,0.4937250018119812,0.6106020212173462,187.46775370462635,17.379845120221507,130.21307373046875,212.45758285522462,223.07188415527344,0.34418818369415066,0.14116447929836762,0.007524522021412849,0.5585467994213104,0.7734886407852173,443.2818162540204,256.95542690445507,1.7514079809188843,842.4480010986329,885.1464233398438,0.3340181723680228,0.1312737227055566,0.007524450775235891,0.5299543797969818,0.6986355185508728,0.932036595296188,0.05006850522922868,0.7154777646064758,0.9922952055931091,0.9999716877937317,group_107,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
