stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode,completed_segment,completed_attempt
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,0,1,0.3887512733409237,0.0,-0.06802117278252749,-0.06802117278252749,0.3055687540640057,[],CONST,"{""features"": [], ""operators"": []}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,1,3,0.380734051782506,0.0104193171940702,nearest_radial_boundary_fraction_proxy_scaled * 0.15872989780195254,nearest_radial_boundary_fraction_proxy_scaled*0.15872989780195254,0.91624504603972622*nearest_radial_boundary_fraction_proxy + 0.037621499472575544,"[""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,2,5,0.3799693321382891,0.0010052800053035,(nearest_radial_boundary_fraction_proxy_scaled * 0.151895848440261) + -0.04645886716734481,nearest_radial_boundary_fraction_proxy_scaled*0.151895848440261 - 0.04645886716734481,0.876796498798465*nearest_radial_boundary_fraction_proxy + 0.01540038427416602,"[""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,3,7,0.3764599665548258,0.0046394167547956,(nearest_angular_boundary_fraction_proxy_scaled - 1.522956481724867) * (nearest_radial_boundary_fraction_proxy_scaled * -0.10430312002447968),(nearest_angular_boundary_fraction_proxy_scaled - 1*1.522956481724867)*nearest_radial_boundary_fraction_proxy_scaled*(-0.10430312002447968),-0.080886513531838564*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(7.71320426068593*nearest_angular_boundary_fraction_proxy - 2.28606202036391 - 1.522956481724867) + 0.35831881093128,"[""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Add(Mul(CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,4,8,0.3748223847371362,0.0043594379885321,nearest_radial_boundary_fraction_proxy_scaled * abs(theta_fraction_proxy_scaled * 0.20394761342146403),nearest_radial_boundary_fraction_proxy_scaled*(0.20394761342146403*Abs(theta_fraction_proxy_scaled)),0.1581602869495152*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*Abs(4.18178577412828*theta_fraction_proxy - 1.95319738170039) + 0.35831881093128,"[""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Abs(Symbol('theta_fraction_proxy_scaled')))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_fraction_proxy_scaled""], ""operators"": [""Abs"", ""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,5,9,0.3733325539100683,0.0039826851882903,(hotspot_rbf_04_scaled * ((nearest_radial_boundary_fraction_proxy_scaled * 0.16596010359697508) * hotspot_rbf_04_scaled)) + -0.09174687846399887,hotspot_rbf_04_scaled*nearest_radial_boundary_fraction_proxy_scaled*0.16596010359697508*hotspot_rbf_04_scaled - 0.09174687846399887,0.12870117559466573*(3.93519747879844*hotspot_rbf_04 - 1.06346833267301)**2*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695) + 0.2871695957914023,"[""hotspot_rbf_04_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('hotspot_rbf_04_scaled'), Integer(2)), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""hotspot_rbf_04_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,6,10,0.3712633124887327,0.005558039848447,(((v10_fixed_shape_proxy_scaled + 1.521342752366676) * nearest_radial_boundary_fraction_proxy_scaled) + -0.818114724577991) * 0.13471624259802825,(nearest_radial_boundary_fraction_proxy_scaled*(v10_fixed_shape_proxy_scaled + 1.521342752366676) - 0.818114724577991)*0.13471624259802825,0.10447172795316597*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(1.31201535165184*v10_fixed_shape_proxy + 1.063405622832007) + 0.27284895199068881,"[""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Symbol('v10_fixed_shape_proxy_scaled')), Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,7,12,0.3672124197959813,0.0054855334406794,((nearest_radial_boundary_fraction_proxy_scaled * (nearest_angular_boundary_fraction_proxy_scaled - (v10_fixed_shape_proxy_scaled + 1.6684344339361403))) * -0.12034905975179704) - 0.11089498677142226,nearest_radial_boundary_fraction_proxy_scaled*(nearest_angular_boundary_fraction_proxy_scaled - (v10_fixed_shape_proxy_scaled + 1.6684344339361403))*(-0.12034905975179704) - 1*0.11089498677142226,-0.093330054248358911*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(7.71320426068593*nearest_angular_boundary_fraction_proxy - 1.31201535165184*v10_fixed_shape_proxy - 3.4965593247653776) + 0.27232033987888491,"[""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Symbol('v10_fixed_shape_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,8,14,0.3635535807905873,0.0050068962936113,((nearest_angular_boundary_fraction_proxy_scaled - ((hotspot_rbf_04_scaled + v10_fixed_shape_proxy_scaled) + 1.9586413394110822)) * (nearest_radial_boundary_fraction_proxy_scaled * -0.1267694532231308)) - 0.14101922685155222,(nearest_angular_boundary_fraction_proxy_scaled - (hotspot_rbf_04_scaled + v10_fixed_shape_proxy_scaled + 1.9586413394110822))*nearest_radial_boundary_fraction_proxy_scaled*(-0.1267694532231308) - 1*0.14101922685155222,-0.09830903515781667*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(-3.93519747879844*hotspot_rbf_04 + 7.71320426068593*nearest_angular_boundary_fraction_proxy - 1.31201535165184*v10_fixed_shape_proxy - 2.7232978975673132) + 0.24895915229115109,"[""hotspot_rbf_04_scaled"", ""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('hotspot_rbf_04_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Symbol('v10_fixed_shape_proxy_scaled')), Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""hotspot_rbf_04_scaled"", ""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint,4,1
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,9,19,0.3582192805909777,0.0029562748108206,(signed_angular_position_proxy_scaled * (((signed_angular_position_proxy_scaled * tanh(nearest_radial_boundary_fraction_proxy_scaled * -2.308888937743648)) - (nearest_angular_boundary_fraction_proxy_scaled + 0.876943505267415)) * -0.18902144496167247)) + -0.12968302847339325,signed_angular_position_proxy_scaled*(signed_angular_position_proxy_scaled*tanh(nearest_radial_boundary_fraction_proxy_scaled*(-2.308888937743648)) - (nearest_angular_boundary_fraction_proxy_scaled + 0.876943505267415))*(-0.18902144496167247) - 0.12968302847339325,-0.14658512288138305*(2.09089288702877*signed_angular_position_proxy + 0.137695505370236)*(-7.71320426068593*nearest_angular_boundary_fraction_proxy - (2.09089288702877*signed_angular_position_proxy + 0.137695505370236)*tanh(17.18609187709957*nearest_radial_boundary_fraction_proxy - 6.015348714070041) + 1.40911851509649) + 0.25775031369935591,"[""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled'), Symbol('signed_angular_position_proxy_scaled')), Mul(CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)), tanh(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')))), Mul(CONST, Symbol('signed_angular_position_proxy_scaled')), CONST))","{""features"": [""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""tanh""]}",4,1,warm_start_checkpoint,4,1
