Complexity,Loss,Equation
1,0.3863332333734717,"-0.08485015035387722"
3,0.37618091382117674,"hotspot_rbf_max_proxy_scaled * 0.1760572236671618"
5,0.3742601539710596,"-0.07143018480863655 - (hotspot_rbf_max_proxy_scaled * -0.17079340932163137)"
7,0.3739453132456633,"gauss(fluence_rate_scaled) - 0.6740124952232245"
8,0.371684141931923,"(abs(fluence_rate_scaled) + -0.5271107518780986) * -0.28881170500430065"
9,0.3682794517778989,"gauss((signed_angular_position_proxy_scaled - 0.48562697212971523) * -15.820081043582146)"
11,0.3590711346629006,"gauss((signed_angular_position_proxy_scaled - 0.4805127997358107) * -11.844931276173) - 0.16386812513686924"
13,0.3590657041706198,"gauss((0.4807799265741781 - signed_angular_position_proxy_scaled) / 0.08527228738924492) + -0.1673889902554542"
15,0.35128740199669195,"(nearest_radial_boundary_fraction_proxy_scaled + 0.7720981300547851) * gauss((signed_angular_position_proxy_scaled - 0.4802839711902547) / -0.07082533236721585)"
17,0.3406599972298897,"((nearest_radial_boundary_fraction_proxy_scaled + 0.953105943968316) * gauss((signed_angular_position_proxy_scaled - 0.47823486344486454) / 0.07967282238660475)) - 0.17674984715567743"
20,0.3348101567847281,"((nearest_radial_boundary_fraction_proxy_scaled + abs(nearest_radial_boundary_fraction_proxy_scaled)) * gauss((signed_angular_position_proxy_scaled - 0.4741583834820225) / 0.09599070261279444)) - 0.1716938511701582"
21,0.32773807482744827,"((gauss((signed_angular_position_proxy_scaled - 0.4729796319364015) / -0.10019354255117761) - (nearest_angular_boundary_fraction_proxy_scaled * 0.14328375113184075)) * (nearest_radial_boundary_fraction_proxy_scaled + 1.1784600847515134)) + -0.21160296944820361"
24,0.3168535291976211,"((gauss((0.47063743351492693 - signed_angular_position_proxy_scaled) / -0.12413566373342581) - (nearest_angular_boundary_fraction_proxy_scaled * 0.21202941161879105)) * (nearest_radial_boundary_fraction_proxy_scaled + abs(nearest_radial_boundary_fraction_proxy_scaled))) + -0.18550481979313116"
26,0.3076964458038616,"(((gauss((0.4781648576599822 - signed_angular_position_proxy_scaled) / -0.10232136306339788) - 0.16264425916247083) * (abs(nearest_radial_boundary_fraction_proxy_scaled) + nearest_radial_boundary_fraction_proxy_scaled)) * (nearest_angular_boundary_fraction_proxy_scaled * 1.6121671268792177)) + -0.2228236766774377"
