case_id,case_number,n_elements,stress_mean,stress_std,stress_min,stress_p50,stress_p95,stress_p99,stress_max,negative_stress_fraction,fluence_rate_mean,fluence_rate_std,fluence_rate_min,fluence_rate_p95,fluence_rate_max,temperature_mean,temperature_std,temperature_min,temperature_p95,temperature_max,weight_loss_rate_mean,weight_loss_rate_std,weight_loss_rate_min,weight_loss_rate_p95,weight_loss_rate_max,rho_mean,rho_std,rho_min,rho_p95,rho_max,rho_normalized_mean,rho_normalized_std,rho_normalized_min,rho_normalized_p95,rho_normalized_max,theta_mean,theta_std,theta_min,theta_p95,theta_max,z_mean,z_std,z_min,z_p95,z_max
case_42,42,400360,4.117154388760116,2.63841011761773,-2.56355,3.8641129999999997,8.9122837,13.769589669999995,24.769958,0.053469377560195826,4.481013464062345,0.2694239554226913,3.039571,4.902855,5.295288,383.34728910072937,18.684776690757673,347.940063,424.371918,445.595093,0.29990072722549704,0.030667530934314464,0.263312,0.377545,0.634376,187.97473441695777,17.40202601896102,130.46084442731492,212.98891900840235,223.7850234319883,0.6162806959894364,0.18646856800197067,0.0,0.8843161060860198,1.0,0.34405539738628504,0.14105244272683562,0.0075296192249286265,0.5577834326898136,0.7734721733313695,444.33992515758064,257.4565366801898,1.757156,844.3075194,887.250549
case_43,43,400360,4.204806520546508,2.650529220006362,-2.622948,3.9873325,9.005365349999996,13.601226049999998,24.576302,0.053082225996603054,4.455991854071334,0.2713603740043116,3.032225,4.886399,5.289196,383.76672881069027,19.644382085354007,346.235168,426.865875,446.456879,0.29530961686482166,0.028425409863547975,0.262092,0.364157,0.627139,187.9591718779839,17.40070694956132,130.45860132320058,212.971514209948,223.6993746746666,0.6166891209496735,0.1866212207825681,0.0,0.8849445357528245,1.0,0.3440565636213904,0.1410616125326879,0.007529740818973327,0.5578070868630771,0.7734718889841802,444.30833505414137,257.47163718982654,1.756252,844.2813232,887.1875
case_44,44,400360,5.3098768897217505,2.8964456854860554,-2.775782,5.473392499999999,9.196964099999999,14.862060789999997,32.257378,0.054753222100109904,3.4213774232191025,0.39623927581453355,2.746314,4.343155,5.159008,390.07418950800286,18.652710203255854,346.101929,431.29184,445.418976,0.4716525974223199,0.04629251818816518,0.297433,0.548049,0.670906,187.3737108347331,17.35557051681967,130.08036507350891,212.34006885284302,223.0202487482797,0.6164559658984902,0.1867397486482003,0.0,0.8850850735642152,1.0,0.34412530817546516,0.14117232917792877,0.007522834043534918,0.5585702305255191,0.7734838409715398,443.44480813522813,256.9190377531212,1.782686,842.5570192,885.51593
case_45,45,400360,5.207303312001697,3.2064131511861462,-2.977837,4.9886325,10.86213065,15.904301419999985,36.33493,0.056953741632530724,4.089926890998102,0.29834878314233726,3.018138,4.690937,5.237214,415.90067413164144,11.671482590442446,352.511871,438.665314,448.995392,0.3532791889299631,0.061167859035589627,0.269622,0.496187,0.657372,187.85021189442364,17.37847341251355,130.26288461207645,212.8139093664753,223.73666854921242,0.6160799836783803,0.18591815459403158,0.0,0.8831462820625403,1.0,0.34395597303639813,0.1409922641475194,0.007529208588550601,0.5574911221232812,0.7734686064448626,444.1962225531197,257.2194574116683,1.766808,843.8458920999999,886.857666
case_46,46,400360,5.6742395378559305,3.0330727966645163,-2.914511,6.0058255,9.59244885,15.382985429999968,31.107517,0.05337196523129184,3.3988831294634836,0.40419979973599657,2.755197,4.339307,5.163165,389.404208580238,18.570665212406983,347.47821,427.892365,447.777161,0.31461449767209515,0.03169558495803848,0.270557,0.391307,0.617161,187.39257007449407,17.373859529379832,130.13505842454737,212.3960954860637,222.9530264276048,0.6168796072766921,0.1871820715662245,0.0,0.8862619903379768,1.0,0.34421546339333314,0.1412283070557362,0.007520197713230405,0.5588218093881062,0.7734917660914473,443.26534276550365,256.9617845661148,1.769428,842.424561,885.153748
case_47,47,400360,5.241447491897292,2.823523965730727,-2.7379,5.4492445,9.033231749999999,14.435490239999996,29.597883,0.05252272954341093,3.4316977288240587,0.4010433302648925,2.747055,4.36946,5.176965,385.2372757013088,19.205395296309014,344.622009,425.995483,447.472382,0.4492832382455789,0.031829855546094944,0.299193,0.502423,0.65365,187.39890295497267,17.35949830704498,130.11783600935755,212.37145396795856,223.05009026385156,0.6163744483024322,0.1867973444344326,0.0,0.8850922493857766,1.0,0.34413914927604666,0.14118561384449588,0.007523423101800153,0.5586391530865417,0.7734844890769853,443.4291014615494,256.957332315478,1.781079,842.6042053,885.506836
case_48,48,400360,6.037508845718854,3.3351000850915997,-3.001598,6.310591499999999,10.652024799999998,16.897045559999995,36.573818,0.05526026576081527,3.426650406993705,0.40089958268784315,2.749147,4.351603,5.176773,405.2811893938656,13.833060614935778,351.109741,434.811249,448.191559,0.360438085123389,0.06309364167982268,0.279177,0.510022,0.661204,187.40562493349105,17.361767430263566,130.07813747978088,212.3770175902295,223.20470602300549,0.6155868121254959,0.18643194634842702,0.0,0.8837314785441673,1.0,0.34410877614036967,0.14114907133132915,0.007522893777712493,0.5584681568267585,0.7734855742576076,443.43785432945833,256.8734803812494,1.780683,842.505066,885.474304
case_49,49,400360,5.852952442971325,3.215940739440598,-2.935967,6.1578325,10.265373299999997,16.352748039999984,34.92754,0.0547057648116695,3.473598123968427,0.3960042355516816,2.774878,4.401815,5.16813,385.6042221860326,19.03378208520621,345.214569,425.490051,447.581482,0.34565476892796476,0.06037381868089057,0.257888,0.486239,0.638922,187.43167281130076,17.37265872870948,130.13658304960714,212.42416705155728,223.05095898749062,0.6166439712192373,0.18697492775847419,0.0,0.8856281191294044,1.0,0.34417037356022545,0.14121265017035756,0.007522097936867712,0.558716558463122,0.773487703705895,443.5073366423868,256.98850875014244,1.78469,842.7159481,885.615173
case_50,50,400360,5.004023699947548,2.792648820516798,-2.702377,5.158485499999999,9.380171199999998,13.507264099999984,29.258865,0.05333449895094415,4.067579442401838,0.30067761177805263,3.019921,4.68634,5.23525,385.0434963063642,19.5558740344731,346.360565,427.645264,446.579224,0.3578377339594365,0.04190942585858796,0.288721,0.444094,0.630876,187.73493526474178,17.377650886306892,130.27806940503925,212.72076834414267,223.47065193867172,0.616539045250375,0.18647032214216658,0.0,0.8846487209360303,1.0,0.34402773784358415,0.14107777037208208,0.007527154304813525,0.5579991266081795,0.7734728846244094,443.93850985119394,257.22400301936426,1.753789,843.5547734,886.447998
case_51,51,400360,3.495074740963133,1.8941586425574573,-1.836094,3.594704,6.196873599999998,9.536470909999991,19.359146,0.04992256968728145,3.5304037377360378,0.25753798610440937,2.861698,4.08345,5.114807,385.83099736087513,19.016506905113445,345.823944,427.055023,447.305725,0.32779376970726354,0.0266861670101629,0.268948,0.38217,0.633316,187.13502730780868,17.371686391895757,130.0095548393168,212.12214797032976,222.51092890668417,0.6175635015636445,0.18779922533090393,0.0,0.88769052307495,1.0,0.34431184488463884,0.1412793116248267,0.007523982776232293,0.5590657691475119,0.7734928763137721,442.59817326573835,256.75092403182316,1.746458,841.40063805,883.870422
case_52,52,400360,5.676126365678392,3.039575526148274,-2.960238,6.0798205,9.567922799999998,15.024835389999993,33.935303,0.05437356379258667,3.4609894500749325,0.4015339400364302,2.749524,4.40536,5.183904,389.7483213135579,18.553014531100846,347.585327,428.378052,447.371521,0.41703212083125213,0.04972604552486944,0.333403,0.51671,0.662697,187.44468061632006,17.36052208870489,130.13858859265866,212.42041121834518,223.13429504638844,0.6162229871566607,0.1866808990514273,0.0,0.8847916292417867,1.0,0.3440973301433673,0.14115720917486888,0.007520536866271801,0.5585104294619138,0.7734839009188695,443.45216797976065,256.96928053337916,1.764827,842.649475,885.52301
case_53,53,400360,6.339503259791188,3.4622647636242703,-3.144134,6.625714,11.004085149999996,17.11994836999995,34.931133,0.055929663303027274,3.4485503194524916,0.39831200317698817,2.771398,4.375607,5.177451,441.0854542425816,11.149336435862999,360.658997,448.672302,452.875305,0.3557967139174743,0.05832845388247443,0.265626,0.490838,0.639725,187.4833348901824,17.357925380736393,130.08609865267022,212.43973259666828,223.23041292977777,0.61621835624613,0.18635517922324243,0.0,0.8841509498797013,1.0,0.3440396218731421,0.141074243998722,0.00752490605592901,0.5581285549486132,0.7734796583519727,443.48642548146915,256.8907050664617,1.771201,842.591614,885.371704
case_54,54,400360,5.355598113672694,2.9192432394905636,-2.837454,5.5391365,9.40645185,14.854768489999993,33.388874,0.05427365371165951,3.480163594804676,0.3963914747073993,2.777627,4.408173,5.185591,388.8660398574682,18.785339311017754,347.909912,428.888184,446.575165,0.4751776306723949,0.04503706704647496,0.298786,0.548418,0.665538,187.43226688656196,17.35577491643449,130.0950340105777,212.39295430327283,223.13542613673224,0.6162617285430185,0.18654021677919844,0.0,0.8845396973510863,1.0,0.34409134944711695,0.14114971542244745,0.007523336730811807,0.5584626012287051,0.7734813765475193,443.567547553824,256.9602038701504,1.782457,842.762634,885.764282
case_55,55,400360,6.142592685760317,3.32046364013323,-3.054961,6.452918,10.440355849999998,16.610363139999965,36.234097,0.055639924068338495,3.3896652935757814,0.4041790806914441,2.748042,4.314603,5.164296,422.64806863924474,10.885795828792142,352.253937,440.816284,450.223328,0.3619372284344092,0.05583412657412356,0.280834,0.495702,0.647856,187.40600217941537,17.35685898984205,130.07393034545152,212.36859080276201,223.269288727295,0.6151816230917938,0.18624166794580996,0.0,0.8830338966038391,1.0,0.3440868366205361,0.14111449835034162,0.007523227914632955,0.5583217712471444,0.7734840143042893,443.3140432762938,256.83206485290583,1.763617,842.332031,885.18988
case_56,56,400360,4.807046601993206,2.7026755031717804,-2.498429,5.013438,9.012357399999999,12.885962169999924,27.99184,0.05306973723648716,3.9566687710260755,0.2822284755029973,2.99213,4.530732,5.185006,391.5683474741932,18.250472784033942,349.562378,431.065308,444.036102,0.3620691739834148,0.05526888574788259,0.280284,0.498426,0.634313,187.54589802411604,17.372495225607864,130.1805027641146,212.52231093677872,223.1905116872703,0.6167658290130514,0.18678092203991625,0.0,0.8853005082570674,1.0,0.34408167010842605,0.1411149540183577,0.007526218879444242,0.5581402402298543,0.7734769104463886,443.56479319454496,257.06115709677005,1.743064,842.90405605,885.702087
case_57,57,400360,5.400399450314718,2.950255350249033,-2.851948,5.5239885,9.728503449999995,14.611289459999997,32.060719,0.054720751323808575,3.451707093695674,0.39790787993679494,2.775826,4.381139,5.178702,420.9455451059445,11.190798059065926,352.441284,442.055939,448.366455,0.5291223198521333,0.04280775181249705,0.30625,0.593336,0.682206,187.46074621603745,17.339773660866424,130.04220203380305,212.3880231960445,223.30240064585792,0.6156811269626915,0.18592898062545057,0.0,0.8829685373584156,1.0,0.3439774211229149,0.14103650141994478,0.007526971457357039,0.5579074261039457,0.7734735346997083,443.5335637192976,256.87044454443844,1.774553,842.62318425,885.606689
case_58,58,400360,3.828242068650714,2.025583118773883,-1.946301,4.005898,6.500666799999999,10.10869461999998,20.552814,0.05154111299830153,3.2952798079728245,0.30939696006193956,2.747835,3.99794,5.104436,397.20342094714755,16.309015160683128,350.234161,431.066498,448.176544,0.4372088642821459,0.024792292781694508,0.320931,0.484191,0.653322,187.05248784060544,17.3562131252711,129.945644089114,212.0161096883521,222.47160121882044,0.6171980871425825,0.18758209764791184,0.0,0.8869993690979987,1.0,0.3442764088042667,0.14125522422754808,0.007522886948819973,0.5589695585636737,0.7734921820097376,442.5157622146642,256.6534829871777,1.751326,841.17126805,883.708801
case_59,59,400360,5.287436591565091,2.880097100103984,-2.818087,5.373981000000001,9.450207149999997,14.66727519999996,32.039619,0.0545259266660006,3.4141134337296424,0.39857577089713053,2.758545,4.321519,5.172413,415.282228282246,11.511651640895638,352.316284,437.541962,448.816345,0.5159758187830953,0.043256514007496354,0.304242,0.582001,0.679384,187.39296525074758,17.340703322006796,130.01723668150223,212.33435224600106,223.30587963640656,0.6150344431205926,0.18588225503922567,0.0,0.8823916069214435,1.0,0.3440249653839539,0.14106827800062832,0.007526108342299092,0.5580992397244308,0.7734772341864491,443.4242688301455,256.8024191876611,1.780005,842.41700115,885.438599
case_60,60,400360,5.622468909713758,3.1225596818361847,-2.851515,5.826555,9.9643318,15.850470419999983,36.916077,0.0554600859226696,3.585988858327504,0.3671204198881814,2.821508,4.409256,5.179694,390.0578032198821,18.760444022770272,346.471771,431.700867,444.184601,0.35761359722249975,0.055800476715866694,0.268104,0.493425,0.622859,187.435063752302,17.368595130648973,130.1146342246064,212.4168169071554,223.1602360569697,0.6160466308871604,0.18666755643046204,0.0,0.8845359808712904,1.0,0.344142305248273,0.1411753538215391,0.007523101346670733,0.5585553629060481,0.7734853341997419,443.509536577725,256.9562183202449,1.772485,842.70339035,885.663269
case_61,61,400360,5.705564880564993,3.079298762561678,-2.937996,6.1001885,9.683256149999997,15.157886729999994,33.851284,0.05327205515036467,3.501137002118093,0.3982103047129919,2.768144,4.439975,5.187944,395.2787579438106,16.925404201425973,351.322906,425.800354,447.073822,0.3529426497552202,0.050330034776288564,0.278179,0.478832,0.624205,187.3829531462083,17.3689630029564,130.1167313422879,212.35650870403944,222.9855143022306,0.6166358595290431,0.18702692604950136,0.0,0.8855481329740716,1.0,0.3441520938769348,0.14118554618338566,0.007522461530532163,0.558621013027072,0.7734852914342473,443.2508627887202,256.9213685077846,1.743764,842.3634090999999,885.077271
case_62,62,400360,2.474723175347187,1.3610917135998204,-1.368866,2.541544,4.507473349999999,6.495289769999995,14.412852,0.05485812768508343,3.798898417244481,0.3343682519738691,2.911783,4.536083,5.200134,353.5232239692476,11.043831850059997,341.685638,368.224518,431.736908,0.40302775458087725,0.04594794957459573,0.317418,0.498765,0.661952,187.38719535488372,17.38822117723835,130.1841310279102,212.40842066740674,222.8730715907452,0.6171509133626879,0.18759758253413908,0.0,0.8870992498156308,1.0,0.3442747634171335,0.1411862679254054,0.0075230415678599625,0.5586880233884352,0.773492229209834,442.81110271643263,256.8177643450038,1.740529,841.7539090500001,884.086182
case_63,63,400360,3.589908255612447,2.5268881685418654,-2.059345,3.2751175000000003,8.285945099999998,13.304288920000001,25.949066,0.05018483364971526,4.257576616405237,0.28480949962438495,3.01795,4.785691,5.26503,392.88341819732244,17.843174633846175,352.310699,425.246124,448.666077,0.4950522809271656,0.04514014846026343,0.302159,0.565334,0.675096,187.89303163393356,17.39058917102442,130.3507520083578,212.87720499576827,223.63447281580343,0.6168523202923415,0.18642683868626683,0.0,0.8846822604531386,1.0,0.343999879310119,0.14101399206104992,0.00753098116938279,0.5574889513084523,0.7734668439280008,444.1676301817314,257.3670110993926,1.717744,844.009827,886.833984
case_64,64,400360,3.9771937320061954,2.1615557973242057,-1.946148,4.170507000000001,6.892904549999998,10.860164639999928,23.34091,0.05452842441802378,3.4654689165351176,0.38983194281560235,2.762124,4.380486,5.155342,365.78301676139483,12.928717916407823,345.008789,395.726868,432.007538,0.35660978183634723,0.055264239854107215,0.267915,0.492653,0.621131,187.2975861293997,17.386987066388855,130.0679508725373,212.3176384461961,222.7925500264761,0.6172001365231174,0.18751212973726056,0.0,0.8870320101045694,1.0,0.3443362016064809,0.14125515584571496,0.007521708280654783,0.5590687773353499,0.7734984835002578,442.87980624620087,256.8211224959033,1.761236,841.808594,884.285339
case_65,65,400360,1.9760866150814265,1.5821478314608262,-1.188056,1.7406185,4.7974058999999984,8.623872119999987,14.879846,0.06348286542112098,4.538838003916475,0.26605022376339515,3.056925,4.937809,5.304224,353.50126409275657,11.061451378479616,341.423035,367.916931,431.626984,0.3488562896193426,0.06145566662656928,0.259432,0.491351,0.647275,187.72757365951713,17.413321536246343,130.37417220665512,212.76635444268263,223.34480239311839,0.616898060579273,0.1872991664283864,0.0,0.8862173147668304,1.0,0.34422827286997665,0.14112812031527214,0.007527006249385835,0.5582486820053415,0.7734861394157736,443.5106300911554,257.1470931132366,1.739883,842.989563,885.450684
case_66,66,400360,3.3097094396967734,2.7542102622414837,-2.270589,2.866584,8.64085675,14.484742809999867,22.389339,0.05725846737935858,4.957562357138575,0.26925654151336426,3.158633,5.182503,5.368754,385.62553092388856,19.090001192321438,345.519226,426.734192,447.326447,0.3400049167149567,0.030455939473061275,0.293899,0.415478,0.623554,188.62253983095408,17.452591980905076,130.91840031448575,213.69227748798258,224.55694110242848,0.6162434723021499,0.1863825710444256,0.0,0.883972309659861,1.0,0.344008076177731,0.14096206313156012,0.007531374732738713,0.5572202884541031,0.7734676161893952,445.4783917681062,258.10032466119725,1.742058,846.4218811,889.385193
case_67,67,400360,5.645845615403635,3.0143602335110913,-3.080249,6.03274,9.483993649999995,15.007321619999987,33.355137,0.05495554001398741,3.4816754290938143,0.40142300357556643,2.763874,4.425695,5.188253,382.6053060652613,19.79267506191567,346.413116,426.124725,446.210449,0.4159237002297932,0.04970109486984206,0.333959,0.515477,0.661106,187.468931833606,17.36494395610048,130.1615763009532,212.4548886206957,223.16691797229365,0.6161727326927514,0.1867091034132664,0.0,0.8848235041224642,1.0,0.34411518503080557,0.1411723682175429,0.007521720108937657,0.5585760237863133,0.7734840178251133,443.49797703646215,257.01135656842433,1.766661,842.76001305,885.618225
case_68,68,400360,4.470923505819762,2.8745174558481867,-2.432698,4.4480255,9.6732148,14.20486478999999,30.399792,0.05121640523528824,4.425922554381057,0.2735877213577484,3.023252,4.877763,5.289211,392.82403317384353,17.42870153997011,350.391083,425.464447,446.346619,0.3605171385952642,0.05567722709282733,0.279359,0.489474,0.643719,188.06163781221625,17.404707339181265,130.46234206711824,213.07059397486228,223.8654844267085,0.6166740678097106,0.18633963375852333,0.0,0.8844269027878392,1.0,0.3439741665912785,0.1410002964984345,0.0075309975770471264,0.557432545922731,0.7734653432670279,444.4499704007017,257.5013672029788,1.719814,844.50427505,887.392273
case_69,69,400360,5.590349280527524,3.0224622038808135,-2.955312,5.8938605,9.673070349999998,15.407477339999993,32.955349,0.054011389749225695,3.4148445984613853,0.3967936437073846,2.773071,4.331756,5.168457,382.4998995905886,19.066761079520855,347.413177,424.446655,445.903442,0.3441344208412429,0.04833101134619001,0.265249,0.448744,0.628529,187.39986377119914,17.374437350699964,130.12528793755993,212.40743309843583,223.09930582740094,0.6160277584378478,0.18687411542529903,0.0,0.8850014985731474,1.0,0.3442228460627534,0.14122022213187405,0.0075195891190126506,0.558809316523771,0.7734924070094062,443.30124374762465,256.932060251502,1.771378,842.43104525,885.230957
case_70,70,400360,4.353486969280148,2.3393333387329007,-2.061559,4.571402,7.438937949999999,11.91422287999994,24.42174,0.05255270256768908,3.4070290840443596,0.4020939580525331,2.765731,4.345,5.164669,369.5343299426916,14.27628577680277,346.142273,404.693604,432.134888,0.3221154343291037,0.0361990757170197,0.265153,0.408435,0.599404,187.32823356240343,17.38825209782141,130.09161086064546,212.3508157905697,222.8320013223585,0.6171703873231756,0.18749384180132364,0.0,0.8869835949621554,1.0,0.3443399531086522,0.1412610030499632,0.007520763457522125,0.5590752545262226,0.7734994082934264,442.93351390100656,256.85899632508756,1.764384,841.9216340500001,884.411926
case_71,71,400360,4.549803349048355,2.410852748279285,-2.351702,4.745856,7.770561699999999,12.114843099999977,25.563986,0.05502547707063643,3.42432099008892,0.39776335075487584,2.756632,4.346854,5.169068,391.5738492847236,17.769514790222356,349.718231,425.13678,446.16507,0.6096782598261564,0.025873752524574224,0.389486,0.631421,0.690521,187.32102717616706,17.339168417483606,130.0286484061198,212.2561416466118,223.0024113528354,0.6162209310908734,0.18649528499154006,0.0,0.8844161044403201,1.0,0.34405724146561023,0.14111491626121972,0.007524388424728345,0.5582851793870259,0.7734770036021333,443.28521377980815,256.85659250382287,1.76019,842.31385215,885.219299
case_72,72,400360,2.739732669400041,1.500061907204338,-1.312333,2.853713,4.7943273999999985,7.41842405,16.875072,0.05503796583075232,3.46388928364472,0.40166249919053193,2.755941,4.408149,5.184566,352.43258790748325,11.414483876806205,343.302002,370.589569,431.942902,0.35942527483265063,0.06280873272825102,0.280162,0.508232,0.661448,187.37760092688566,17.40209315770006,130.16051857651377,212.41384285557226,222.82555790527005,0.6174613723237914,0.18779567012280715,0.0,0.887641389620964,1.0,0.3443604361298182,0.14124888577399877,0.007521009789778195,0.5590734505967626,0.7735018994248692,442.77769935764303,256.81945606428445,1.74915,841.697327,884.009399
case_73,73,400360,3.123729009763713,2.7103616628521214,-2.220146,2.630217,8.226418399999995,14.632465019999971,22.045938,0.06035817764012389,4.698199993925466,0.2422370948752377,3.16637,4.967726,5.285125,389.19142659848137,18.797714497860273,347.46463,430.401794,445.712524,0.5048684877410329,0.04092056100133207,0.303593,0.567402,0.669397,188.48904849112577,17.432595943918862,130.77663315582905,213.54178773891726,224.42857490349772,0.6162436598569875,0.1861423865709952,0.0,0.8837526808155959,1.0,0.34397490210344334,0.14094224089972324,0.007531973386966329,0.5571168517256766,0.7734648174853637,445.3795790602133,257.96043652991574,1.751845,846.1154851,889.206116
case_74,74,400360,5.21035734283395,2.8177512910073794,-2.734349,5.490873000000001,9.183551549999999,13.751770849999984,29.059874,0.05310470576481167,3.8373773999000904,0.32873330361558556,2.929441,4.557149,5.20453,390.32704959062846,18.646088085927015,346.49704,431.777466,444.888306,0.3540834410830252,0.03469686701266609,0.299419,0.426684,0.632194,187.5671919192711,17.368670132027955,130.20052922527086,212.53918903965376,223.21835242584365,0.6167276412209892,0.18672410871813433,0.0,0.8851922887599445,1.0,0.34407267138085446,0.14111164166575915,0.007525677383284301,0.5582099890356227,0.7734769170423458,443.60147161908526,257.07452387954567,1.753689,842.967773,885.77887
case_75,75,400360,5.667589229640825,3.0642867513728413,-2.852257,6.000773,9.665987299999996,15.4168338499999,35.169338,0.05570486562094115,3.434946101728444,0.3981596349807566,2.76162,4.355372,5.17642,389.4789903860526,18.642651580057635,347.783966,428.791565,446.859314,0.41210749161754406,0.05295447221813172,0.328151,0.552799,0.643187,187.4105385144569,17.362325847201046,130.11920477952074,212.39019379944074,223.15097978889105,0.6158254395249974,0.1866279112212175,0.0,0.8843321436319314,1.0,0.3441281226333926,0.14117529283983074,0.007521098636732722,0.5585702458234357,0.7734858136079541,443.4470607203741,256.9317680981294,1.774576,842.5936340999999,885.541626
case_76,76,400360,3.5410377639299626,1.9291786964245483,-1.738624,3.7121655000000002,6.121758099999995,9.633442309999985,21.858912,0.054833150164851636,3.463958436627034,0.4019345944561991,2.780198,4.410874,5.182711,360.3962047246678,11.426477157117489,343.060913,383.038177,431.86377,0.35734168762114094,0.05540366046523281,0.268104,0.494141,0.621213,187.3205573378152,17.392946128747397,130.0890694934559,212.34154470844246,222.80435800742458,0.6172820983643564,0.18759523275524223,0.0,0.88715115417663,1.0,0.344349082032599,0.141257246063228,0.007520209131741407,0.5590941131655238,0.7735001840648068,442.83552899989763,256.8223155596482,1.757251,841.76605505,884.165588
case_77,77,400360,4.216345334973524,2.2941754828049903,-2.053375,4.414906,7.303654349999999,11.74857195999999,23.547451,0.05330952143071236,3.3737598087521237,0.3044015778210494,2.782376,4.057146,5.099135,382.750252432291,18.993083055843467,347.437256,424.654938,445.913361,0.35750853339994015,0.051701495492480626,0.275945,0.49527,0.591715,187.13220224510732,17.37432150573687,129.95835880461638,212.13150255271455,222.58128343182435,0.6172752984275359,0.1875812232842534,0.0,0.887179324976312,1.0,0.3443443695795041,0.14128905035903053,0.007520194940879899,0.5590826023943263,0.773498495964618,442.6794335401639,256.7382146781785,1.758911,841.46521305,883.989929
case_78,78,400360,3.2351447276576084,1.774587739151544,-1.57449,3.3555184999999996,5.6478906,8.848848849999998,20.279898,0.05521780397642122,3.47351089385553,0.39761684847423373,2.780771,4.394715,5.186053,362.47393696259354,10.105946961465222,345.623627,375.292725,433.446228,0.35193379962034166,0.06264462956445975,0.270146,0.498593,0.664002,187.29834285063345,17.391560166348768,130.092751985412,212.30403715168657,222.81863177461867,0.6169323062263381,0.18755885849651605,0.0,0.8866056094928958,1.0,0.34434064030600114,0.14124988278767542,0.007521552007425551,0.5590542538960065,0.7734995083706263,442.75973338273553,256.7698612622764,1.754051,841.616638,884.019165
case_79,79,400360,5.793376880195323,3.1507300740606152,-2.98827,6.127860999999999,10.056427749999996,15.850203009999952,36.246281,0.05414626835847737,3.4303549171345793,0.3977886137706939,2.760723,4.3548,5.174858,389.554770113318,18.490912686238907,347.446198,427.995941,447.713562,0.3595194859826157,0.05570095145362363,0.278413,0.48615,0.641664,187.40951367007915,17.368238159650176,130.130599377669,212.39531123783266,223.09333323574336,0.616149202107777,0.1868301139483071,0.0,0.8849213921113455,1.0,0.34415943093542345,0.14120357465710137,0.007519894257110989,0.5586896132641256,0.7734889540860116,443.4038627453941,256.95091199444306,1.769786,842.568909,885.437012
case_80,80,400360,2.1897158710160856,1.1632227672389062,-1.15588,2.3000119999999997,3.6969922499999996,5.633500669999988,11.573886,0.05488810070936157,3.3660409338195616,0.3528937635713394,2.770141,4.182048,5.123347,351.41064556083523,11.405789925349039,341.548492,368.708008,431.570312,0.4079335013687681,0.04875609562254401,0.319081,0.508776,0.659225,187.28120540199023,17.39840442508788,130.09936164506274,212.3289799530875,222.64211806288185,0.6178964834239277,0.18800395729014419,0.0,0.8885581269782823,1.0,0.34439905576061774,0.14127006464991207,0.007519646398910884,0.5590830304101807,0.7735031185985901,442.51431513263316,256.7489149319159,1.73678,841.3084750500001,883.474609
case_81,81,400360,5.8495759398891005,3.2222074227692015,-3.127058,5.972501,10.314813999999997,16.286036009999993,35.265881,0.05505794784693776,3.4711038978119704,0.3892348186669881,2.774413,4.370614,5.167429,427.36251558493365,10.700617536935086,354.221039,443.062164,450.331451,0.3936992473174144,0.05069850660297867,0.28064,0.497039,0.660783,187.4381815555015,17.3536082026964,130.06256462011257,212.39101672034337,223.23762233012513,0.6157830040090586,0.18624735663385142,0.0,0.8835889574274319,1.0,0.34405296041120254,0.14108342433441814,0.007525492086180757,0.558171977054672,0.7734794926177315,443.43071305994107,256.85999568304777,1.775812,842.4932311,885.345642
case_82,82,400360,5.501570875094914,3.0192691090079475,-2.880561,5.711148,9.606270849999998,15.515425229999995,34.473167,0.05406134478968928,3.4522542585473075,0.40086962504233953,2.75341,4.387165,5.183826,383.1573476784894,18.723337783803633,348.137573,424.224579,445.593384,0.3968290460785293,0.050572753163123645,0.281735,0.5005,0.661392,187.4137448017949,17.368543206346963,130.1202152867836,212.40073302874353,223.1107445241808,0.6161222006678289,0.18677754980839495,0.0,0.8848268572803206,1.0,0.3441668463878972,0.14120211447062095,0.007522325591871732,0.5587073911562966,0.7734870901022934,443.49333142653853,256.9581610646636,1.786955,842.6728550500001,885.613464
case_83,83,400360,5.7717074376735935,3.1887909128707195,-2.948136,6.034895000000001,10.300168649999998,16.171907279999864,37.063751,0.05474323109201718,3.4547366173044263,0.4013640880105351,2.760717,4.374969,5.184825,386.72868727321406,18.7190808196626,345.67453,426.028442,447.885162,0.35364314994504936,0.05637167964944945,0.26485,0.484006,0.629447,187.4224986925175,17.371899195916185,130.12495872511624,212.41217158126375,223.13782005803725,0.616017388846001,0.18676878602558988,0.0,0.884686393654925,1.0,0.34417433628071037,0.14121059079139625,0.0075219361764616716,0.5587278323503173,0.7734887594601532,443.5196057668024,256.9677121323356,1.783618,842.7166933,885.682495
case_84,84,400360,5.850002424907581,3.180589381497879,-2.9052,6.1814285,10.052420999999997,16.07709861999999,35.382927,0.05519282645618943,3.4487289991607555,0.39376341333783865,2.762174,4.358693,5.165102,390.22524032638637,18.657085933366552,346.041901,431.475159,445.352631,0.3604871543410931,0.05263536485814975,0.276756,0.499328,0.612771,187.40411221061734,17.36829798312268,130.12501398970508,212.387621967559,223.01754706910452,0.6166168186193522,0.18697194927688343,0.0,0.885567496663487,1.0,0.3441698723553699,0.14120069917353495,0.007521714482670395,0.5586985876826331,0.7734887842028972,443.3933413182435,256.9534198794377,1.770881,842.55035705,885.398987
