case_id,case_number,feature,abs_spearman,spearman,abs_spearman_rank_score,abs_standardized_difference,standardized_difference,high_stress_rank_score,combined_case_sensitivity_score
case_77,77,fluence_rate,0.16042745337602857,0.16042745337602857,0.8333333333333334,0.6827983528269961,0.6827983528269961,0.5833333333333334,0.7083333333333334
case_77,77,param_field_magnitude_scaled,0.40316019099537476,-0.40316019099537476,1.0,0.22925123149754686,-0.22925123149754686,0.25,0.625
case_77,77,rho,0.020242536931993387,-0.020242536931993387,0.20833333333333334,0.836105704487171,-0.836105704487171,0.75,0.4791666666666667
case_77,77,rho_normalized,0.020242536931993387,-0.020242536931993387,0.20833333333333334,0.8361057044871746,-0.8361057044871746,0.8333333333333334,0.5208333333333334
case_77,77,temperature,0.0255059145777276,0.0255059145777276,0.4166666666666667,0.7941340397192289,0.7941340397192289,0.6666666666666666,0.5416666666666666
case_77,77,theta,0.030069721729321888,0.030069721729321888,0.5833333333333334,0.24942272525260564,0.24942272525260564,0.3333333333333333,0.45833333333333337
case_77,77,theta_cos,0.030069721729321888,-0.030069721729321888,0.5833333333333334,0.3917385392791971,-0.3917385392791971,0.5,0.5416666666666667
case_77,77,theta_sin,0.030069721729321888,0.030069721729321888,0.5833333333333334,0.22537371261687525,0.22537371261687525,0.16666666666666666,0.375
case_77,77,weight_loss_rate,0.03634220489920511,-0.03634220489920511,0.75,0.09435068710198609,0.09435068710198609,0.08333333333333333,0.4166666666666667
case_77,77,z,0.20640864670561393,0.20640864670561393,0.9166666666666666,0.2676771289054208,0.2676771289054208,0.4166666666666667,0.6666666666666666
case_78,78,distance_to_inner_proxy,0.05980525004706999,0.05980525004706999,0.5416666666666666,0.6151132452239807,-0.6151132452239807,0.9166666666666666,0.7291666666666666
case_78,78,distance_to_outer_proxy,0.05980525004706999,-0.05980525004706999,0.5416666666666666,0.6151132452239798,0.6151132452239798,0.8333333333333334,0.6875
case_78,78,fluence_rate,0.09647141307015128,0.09647141307015128,0.8333333333333334,0.5225087471951633,0.5225087471951633,0.6666666666666666,0.75
case_78,78,param_field_magnitude_scaled,0.40089096465420443,-0.40089096465420443,1.0,0.28098603109531156,-0.28098603109531156,0.4166666666666667,0.7083333333333334
case_78,78,rho,0.05980525004706999,0.05980525004706999,0.5416666666666666,0.6151132452239768,-0.6151132452239768,0.75,0.6458333333333333
case_78,78,rho_normalized,0.05980525004706999,0.05980525004706999,0.5416666666666666,0.6151132452239817,-0.6151132452239817,1.0,0.7708333333333333
case_78,78,temperature,0.005373479579487701,0.005373479579487701,0.08333333333333333,0.03276743263813048,0.03276743263813048,0.08333333333333333,0.08333333333333333
case_78,78,theta,0.04026121137289279,0.04026121137289279,0.25,0.20192829345148983,0.20192829345148983,0.3333333333333333,0.29166666666666663
case_78,78,theta_cos,0.04026121137289279,-0.04026121137289279,0.25,0.3298099094936724,-0.3298099094936724,0.5,0.375
case_78,78,theta_sin,0.04026121137289279,0.04026121137289279,0.25,0.18058397258932513,0.18058397258932513,0.25,0.25
case_78,78,weight_loss_rate,0.06548515417536725,-0.06548515417536725,0.75,0.09754825564392636,-0.09754825564392636,0.16666666666666666,0.4583333333333333
case_78,78,z,0.26614685141895494,0.26614685141895494,0.9166666666666666,0.3887239966633503,0.3887239966633503,0.5833333333333334,0.75
case_79,79,distance_to_inner_proxy,0.011033818871398909,0.011033818871398909,0.20833333333333334,0.7822872457713584,-0.7822872457713584,1.0,0.6041666666666666
case_79,79,distance_to_outer_proxy,0.011033818871398909,-0.011033818871398909,0.20833333333333334,0.7822872457713563,0.7822872457713563,0.75,0.4791666666666667
case_79,79,fluence_rate,0.13278544377672982,0.13278544377672982,0.8333333333333334,0.5628671345089556,0.5628671345089556,0.5833333333333334,0.7083333333333334
