case_id,case_number,feature,target,high_stress_quantile,threshold,high_n,rest_n,high_mean,rest_mean,difference_high_minus_rest,standardized_difference,abs_standardized_difference,high_median,rest_median
case_01,1,rho,sigma_max_principal,0.95,10.32623455,20018,380342,177.10988157481503,187.92628746104745,-10.816405886232417,-0.8190530241251687,0.8190530241251687,178.01443482075854,189.19092179678137
case_01,1,distance_to_inner_proxy,sigma_max_principal,0.95,10.32623455,20018,380342,47.00850297843125,57.824908864663655,-10.816405886232403,-0.8190530241251677,0.8190530241251677,47.913056224374756,59.089543200397586
case_01,1,rho_normalized,sigma_max_principal,0.95,10.32623455,20018,380342,0.5054183649171312,0.6217124357963492,-0.11629407087921795,-0.8190530241251676,0.8190530241251676,0.5151437931605068,0.6353093252458594
case_01,1,distance_to_outer_proxy,sigma_max_principal,0.95,10.32623455,20018,380342,46.000588581070765,35.18418269483837,10.816405886232396,0.8190530241251671,0.8190530241251671,45.09603533512727,33.91954835910444
case_01,1,fluence_rate,sigma_max_principal,0.95,10.32623455,20018,380342,3.583301632131082,3.3897463036109605,0.1935553285201217,0.619125630432754,0.619125630432754,3.566527,3.311093
case_01,1,temperature,sigma_max_principal,0.95,10.32623455,20018,380342,406.27123701258864,398.37901700665725,7.892220005931392,0.6177898169351653,0.6177898169351653,405.37912,397.598389
case_01,1,theta_cos,sigma_max_principal,0.95,10.32623455,20018,380342,0.9101092053017434,0.9331987464358924,-0.02308954113414896,-0.3629522170906753,0.3629522170906753,0.9066666145172495,0.9431098877379132
case_01,1,z,sigma_max_principal,0.95,10.32623455,20018,380342,528.816552129933,438.8810831109922,89.93546901894081,0.31550681462400043,0.31550681462400043,573.606812,436.334747
case_01,1,param_field_magnitude_scaled,sigma_max_principal,0.95,10.32623455,20018,380342,1.0234081777554358,1.257867418890858,-0.23445924113542227,-0.25405147346837975,0.25405147346837975,0.9782302662298993,0.910220398385015
case_01,1,theta,sigma_max_principal,0.95,10.32623455,20018,380342,0.3812644422358346,0.34220562660041365,0.03905881563542096,0.2290971840934788,0.2290971840934788,0.4354824803455347,0.3389332159289313
case_01,1,theta_sin,sigma_max_principal,0.95,10.32623455,20018,380342,0.3647778037251157,0.332369311086622,0.03240849263849371,0.2065930267923351,0.2065930267923351,0.421847899271542,0.3324811869125794
case_01,1,weight_loss_rate,sigma_max_principal,0.95,10.32623455,20018,380342,0.35491784254171244,0.3570110649152604,-0.002093222373547976,-0.047353566332093595,0.047353566332093595,0.35276450000000004,0.34749
case_02,2,rho,sigma_max_principal,0.95,9.260634249999999,20018,380342,176.48360250672414,187.90597787426765,-11.42237536754351,-0.8695343061033766,0.8695343061033766,177.31039678186028,189.13049619809158
case_02,2,distance_to_inner_proxy,sigma_max_principal,0.95,9.260634249999999,20018,380342,46.40090748236051,57.82328284990398,-11.422375367543474,-0.8695343061033739,0.8695343061033739,47.22770175749666,59.04780117372793
case_02,2,distance_to_outer_proxy,sigma_max_principal,0.95,9.260634249999999,20018,380342,46.39365783264594,34.97128246510247,11.422375367543474,0.8695343061033739,0.8695343061033739,45.56686355750979,33.74676414127852
case_02,2,rho_normalized,sigma_max_principal,0.95,9.260634249999999,20018,380342,0.5000390629003432,0.6231322131162889,-0.12309315021594569,-0.8695343061033737,0.8695343061033737,0.5089490057653101,0.636328226478355
case_02,2,temperature,sigma_max_principal,0.95,9.260634249999999,20018,380342,397.28955439499447,384.84182200676497,12.447732388229497,0.8304113072242715,0.8304113072242715,394.249573,383.550629
case_02,2,fluence_rate,sigma_max_principal,0.95,9.260634249999999,20018,380342,3.679284644669797,3.5048814326658633,0.17440321200393383,0.6467933730030564,0.6467933730030564,3.676955,3.447586
case_02,2,theta_cos,sigma_max_principal,0.95,9.260634249999999,20018,380342,0.9093152784643947,0.9332159506995047,-0.023900672235109943,-0.3747564360985075,0.3747564360985075,0.9061005434680589,0.9431050802713357
case_02,2,param_field_magnitude_scaled,sigma_max_principal,0.95,9.260634249999999,20018,380342,1.0011565119475678,1.2494448656252974,-0.2482883536777296,-0.26607299822678,0.26607299822678,0.9360032936181233,0.8923994738610266
case_02,2,z,sigma_max_principal,0.95,9.260634249999999,20018,380342,512.4940507926866,439.6130400454276,72.88101074725898,0.25863906178537455,0.25863906178537455,544.089417,440.348602
case_02,2,theta,sigma_max_principal,0.95,9.260634249999999,20018,380342,0.38295300492120093,0.34217006413880063,0.0407829407824003,0.2384899296545788,0.2384899296545788,0.43682243550094435,0.33894767499688244
case_02,2,theta_sin,sigma_max_principal,0.95,9.260634249999999,20018,380342,0.3662705436779956,0.3323381758202628,0.03393236785773279,0.21564899631932197,0.21564899631932197,0.42306241280260326,0.3324948233678049
case_02,2,weight_loss_rate,sigma_max_principal,0.95,9.260634249999999,20018,380342,0.34752455824757716,0.34877706407654163,-0.0012525058289644675,-0.025294967072876748,0.025294967072876748,0.346156,0.336894
case_03,3,rho,sigma_max_principal,0.95,10.295457449999997,20018,380342,176.83633831887158,187.94510311677772,-11.108764797906133,-0.8441499601776647,0.8441499601776647,177.58895655431888,189.19114506573942
case_03,3,rho_normalized,sigma_max_principal,0.95,10.295457449999997,20018,380342,0.5029096592032095,0.6224488018382213,-0.11953914263501175,-0.8441499601776647,0.8441499601776647,0.5110084298796578,0.6358572040301749
case_03,3,distance_to_inner_proxy,sigma_max_principal,0.95,10.295457449999997,20018,380342,46.73536212102041,57.84412691892652,-11.108764797906112,-0.8441499601776632,0.8441499601776632,47.48798035646769,59.09016886788824
case_03,3,distance_to_outer_proxy,sigma_max_principal,0.95,10.295457449999997,20018,380342,46.19457323768019,35.08580843977408,11.108764797906112,0.8441499601776632,0.8441499601776632,45.4419550022329,33.83976649081235
case_03,3,temperature,sigma_max_principal,0.95,10.295457449999997,20018,380342,400.51421825606957,389.01895381736966,11.495264438699905,0.7975496529623982,0.7975496529623982,398.236511,387.49939
case_03,3,fluence_rate,sigma_max_principal,0.95,10.295457449999997,20018,380342,3.585591183085223,3.3929514638746165,0.1926397192106064,0.6163611208370591,0.6163611208370591,3.570045,3.314475
case_03,3,theta_cos,sigma_max_principal,0.95,10.295457449999997,20018,380342,0.9100004631517767,0.9331878140887684,-0.023187350936991646,-0.3655140131768208,0.3655140131768208,0.9062398804655272,0.9431121449239708
case_03,3,z,sigma_max_principal,0.95,10.295457449999997,20018,380342,524.9950729914077,439.1351696485058,85.85990334290193,0.3033005941436281,0.3033005941436281,563.8791195,436.3914185
case_03,3,param_field_magnitude_scaled,sigma_max_principal,0.95,10.295457449999997,20018,380342,0.984538867475366,1.2582388781757299,-0.27370001070036387,-0.2948288960455753,0.2948288960455753,0.8523901489050855,0.92861275601427
case_03,3,theta,sigma_max_principal,0.95,10.295457449999997,20018,380342,0.3821027007479337,0.34219434738972204,0.039908353358211635,0.2348937722649438,0.2348937722649438,0.4364929659611713,0.3389264269498811
case_03,3,theta_sin,sigma_max_principal,0.95,10.295457449999997,20018,380342,0.3656254496878538,0.3323533752985912,0.03327207438926261,0.21284520844833038,0.21284520844833038,0.42276385731731986,0.3324747841516401
case_03,3,weight_loss_rate,sigma_max_principal,0.95,10.295457449999997,20018,380342,0.3431655811269857,0.3460452445141478,-0.0028796633871621125,-0.05926785160467893,0.05926785160467893,0.341145,0.333985
case_04,4,distance_to_inner_proxy,sigma_max_principal,0.95,9.61881295,20018,380342,45.957730473139655,57.86259444994144,-11.904863976801785,-0.9033308394038692,0.9033308394038692,46.308102963924355,59.05920512661632
case_04,4,rho,sigma_max_principal,0.95,9.61881295,20018,380342,176.08869097084656,187.99355494764833,-11.904863976801778,-0.9033308394038686,0.9033308394038686,176.43906346163124,189.1901656243232
case_04,4,distance_to_outer_proxy,sigma_max_principal,0.95,9.61881295,20018,380342,46.87955032250719,34.97468634570543,11.904863976801764,0.9033308394038675,0.9033308394038675,46.52917783172249,33.77807566903053
case_04,4,rho_normalized,sigma_max_principal,0.95,9.61881295,20018,380342,0.4950352927107126,0.6232689492199625,-0.12823365650924984,-0.9033308394038667,0.9033308394038667,0.498809342185039,0.6361582827551495
case_04,4,temperature,sigma_max_principal,0.95,9.61881295,20018,380342,395.88544391842345,383.43561803734804,12.449825881075412,0.8393179199811784,0.8393179199811784,392.333221,383.364105
case_04,4,fluence_rate,sigma_max_principal,0.95,9.61881295,20018,380342,3.608701348086722,3.4095470850077034,0.19915426307901862,0.6397885453475629,0.6397885453475629,3.590665,3.33596
case_04,4,theta_cos,sigma_max_principal,0.95,9.61881295,20018,380342,0.9061882192344389,0.9333685106780193,-0.027180291443580362,-0.4170076850218357,0.4170076850218357,0.9038607186315228,0.9432149666855099
case_04,4,weight_loss_rate,sigma_max_principal,0.95,9.61881295,20018,380342,0.3149568423918473,0.3055551112446167,0.009401731147230585,0.3029919809987452,0.3029919809987452,0.3097415,0.297026
case_04,4,theta,sigma_max_principal,0.95,9.61881295,20018,380342,0.3891116072796147,0.3418761759724849,0.047235431307129816,0.2722364448829345,0.2722364448829345,0.44208709166492155,0.33861702933804305
case_04,4,z,sigma_max_principal,0.95,9.61881295,20018,380342,514.616969654511,439.5459990103118,75.07097064419918,0.2689920918447934,0.2689920918447934,548.299805,436.2787935
case_04,4,theta_sin,sigma_max_principal,0.95,9.61881295,20018,380342,0.3715391138942385,0.3320884542553044,0.03945065963893407,0.24746855462677644,0.24746855462677644,0.42782683566472174,0.3321829715974185
case_04,4,param_field_magnitude_scaled,sigma_max_principal,0.95,9.61881295,20018,380342,1.1242089487906282,1.2480898950390782,-0.12388094624845003,-0.12459603791912116,0.12459603791912116,0.9787549539405491,0.8848805792797726
