case_id,case_number,feature,bin,n,feature_min,feature_max,feature_mean,high_stress_threshold,high_stress_fraction,stress_p95,stress_max
case_160,160,z,11,33364,813.521973,885.689026,851.5661491979379,8.2076078,0.15318906605922553,10.845595249999995,27.873594
case_161,161,rho_normalized,0,33364,0.0,0.3634120633150472,0.17203499387779997,10.55459645,0.00611437477520681,6.53900455,20.649078
case_161,161,rho_normalized,1,33363,0.3634176231476118,0.48250705050763454,0.44251031589444306,10.55459645,0.23208344573329737,19.6623183,37.146656
case_161,161,rho_normalized,2,33363,0.4825079897819285,0.5370688877751024,0.5119123286914812,10.55459645,0.07118664388694063,11.689309199999999,36.363804
case_161,161,rho_normalized,3,33363,0.5370697836531134,0.5724991619891234,0.5555719838172454,10.55459645,0.1872733267392021,15.1266671,33.242294
case_161,161,rho_normalized,4,33364,0.5724999749910525,0.5996176970143405,0.5865195329820666,10.55459645,0.058236422491308,10.875866499999999,29.278391
case_161,161,rho_normalized,5,33363,0.599618262682675,0.6263409491732864,0.6127954122494006,10.55459645,0.02143092647543686,9.177937899999996,17.288734
case_161,161,rho_normalized,6,33363,0.6263414646001577,0.6597105228460185,0.6426004052191299,10.55459645,0.003506878877798759,7.728708499999999,16.48897
case_161,161,rho_normalized,7,33363,0.6597105657801403,0.6942577859883577,0.6765170320330723,10.55459645,0.0,7.7962149,9.31056
case_161,161,rho_normalized,8,33364,0.6942577948591591,0.7342944877107022,0.7136966871500965,10.55459645,0.0,8.32287295,10.058191
case_161,161,rho_normalized,9,33363,0.7342950314502794,0.7857805814460609,0.7589703429273901,10.55459645,0.00020981326619308815,8.8140758,11.162647
case_161,161,rho_normalized,10,33363,0.7857848458659777,0.8497885645068486,0.8169417922592795,10.55459645,0.0012888529209003987,9.7169774,10.832933
case_161,161,rho_normalized,11,33364,0.849791619378367,1.0,0.9051198848196121,10.55459645,0.0186728210046757,10.380381,11.068135
case_161,161,theta,0,33364,0.007524666762944853,0.1609218249335027,0.10262608397775536,10.55459645,0.0723834072653159,12.209314199999998,29.278391
case_161,161,theta,1,33363,0.16092258547773353,0.20409871778174823,0.18586067465421502,10.55459645,0.020561700086922638,9.873867299999999,20.481121
case_161,161,theta,2,33363,0.20409907550956502,0.23352537749078772,0.21825506842429324,10.55459645,0.10403740670802986,13.24711159999999,35.15097
case_161,161,theta,3,33363,0.2335258614581968,0.2640882257121079,0.24882641377683037,10.55459645,0.04543955879267452,10.4362095,25.432365
case_161,161,theta,4,33364,0.26408842881119443,0.2973465597766116,0.2809262762313051,10.55459645,0.009501258841865484,9.582057749999999,16.234678
case_161,161,theta,5,33363,0.2973482310480693,0.3400778396114218,0.3176234215459021,10.55459645,0.010700476575847495,9.827722999999999,14.575455
case_161,161,theta,6,33363,0.34007829856056626,0.38544122531627834,0.3643795210752423,10.55459645,0.008842130503851572,9.416187999999998,14.596194
case_161,161,theta,7,33363,0.3854438737135809,0.4229596034340794,0.4055017870882448,10.55459645,0.017264634475316967,9.475287,19.408237
case_161,161,theta,8,33364,0.42295989019564406,0.4537829575564067,0.43869222502429384,10.55459645,0.0727730487951085,11.907888699999997,35.029175
case_161,161,theta,9,33363,0.45378328364724235,0.48107847975111206,0.46785146865791805,10.55459645,0.07622216227557474,12.068644799999998,33.871521
case_161,161,theta,10,33363,0.48107967331572654,0.5208986427543476,0.49886192213465586,10.55459645,0.02739561790006894,9.792410899999998,21.495178
case_161,161,theta,11,33364,0.5208987044669945,0.7734825408862605,0.5996174421813951,10.55459645,0.13487591415897374,19.138504549999986,37.146656
case_161,161,z,0,33364,1.772243,73.831551,35.83223264164968,10.55459645,0.090756504016305,12.453801699999998,30.479307
case_161,161,z,1,33363,73.831612,146.513412,109.60713814186373,10.55459645,0.01807391421634745,7.836774699999999,20.717388
case_161,161,z,2,33363,146.513412,220.709625,183.7001852750652,10.55459645,0.018583460719959238,7.755474299999999,19.656055
case_161,161,z,3,33363,220.709625,293.410889,257.80340694170184,10.55459645,0.02167071306537182,8.276374899999997,20.742235
case_161,161,z,4,33364,293.410919,367.660736,331.96381197623185,10.55459645,0.027274907085481356,8.914194049999999,22.850117
case_161,161,z,5,33363,367.660736,440.454865,406.0968090905194,10.55459645,0.03656745496508108,9.8546341,24.280121
case_161,161,z,6,33363,446.027802,518.841431,480.3821402274676,10.55459645,0.04454035908041843,10.4639368,25.328949
case_161,161,z,7,33363,518.841492,593.161499,554.5623872277672,10.55459645,0.05608008872103828,10.62571,25.768494
case_161,161,z,8,33364,593.161499,665.960388,628.8111239448508,10.55459645,0.03189066059225513,10.19738415,24.39525
case_161,161,z,9,33363,665.960388,740.260742,703.0234015442257,10.55459645,0.02490783202949375,8.9038687,22.879694
case_161,161,z,10,33363,740.260803,813.021851,777.2074526002457,10.55459645,0.033000629439798576,9.460971899999997,26.649532
case_161,161,z,11,33364,813.022095,885.382019,851.0240283603284,10.55459645,0.1966490828437837,15.625575199999998,37.146656
case_162,162,rho_normalized,0,33364,0.0,0.3629119520717486,0.17188121778867466,7.05977075,0.01510610238580506,5.374901199999997,14.461288
case_162,162,rho_normalized,1,33363,0.3629134400948052,0.4820105957089874,0.4420336490326561,7.05977075,0.23445133830890508,12.284057299999995,23.808949
case_162,162,rho_normalized,2,33363,0.48201228028615345,0.5364931805174572,0.5113867266257148,7.05977075,0.04510985223151395,6.8823373,23.078403
case_162,162,rho_normalized,3,33363,0.5364938721335979,0.5719237774028181,0.5550022136643716,7.05977075,0.11920390852141594,8.8692356,18.69195
case_162,162,rho_normalized,4,33364,0.5719237926861266,0.5990726702743411,0.5859465420557823,7.05977075,0.02844383167485913,6.3494925,17.682068
case_162,162,rho_normalized,5,33363,0.5990727727904407,0.6257492528221449,0.6122094654197776,7.05977075,0.010520636633396278,5.640500099999999,10.433031
case_162,162,rho_normalized,6,33363,0.6257493642747997,0.65909477108578,0.6419884516103687,7.05977075,0.0009291730359979618,4.9838835,9.970708
case_162,162,rho_normalized,7,33363,0.6590953713885218,0.6936230143084952,0.6758728399324935,7.05977075,0.0,4.5585888,6.361926
case_162,162,rho_normalized,8,33364,0.6936234969206914,0.7335763632837707,0.7130223238111046,7.05977075,0.0,4.762728650000001,5.94635
case_162,162,rho_normalized,9,33363,0.7335792950094107,0.7850389454504862,0.7582624336035475,7.05977075,0.0,5.0474773,6.919598
case_162,162,rho_normalized,10,33363,0.7850420389420634,0.8489967598833188,0.8161837966866768,7.05977075,0.0,5.7825017,6.669182
case_162,162,rho_normalized,11,33364,0.8489971889292213,1.0,0.9043430849212053,7.05977075,0.1462354633736962,8.65608995,10.59236
case_162,162,theta,0,33364,0.007525072791132007,0.16093930817978144,0.10263935533892278,7.05977075,0.08308356312192783,8.401332149999996,17.682068
case_162,162,theta,1,33363,0.1609398013754976,0.20411081492900032,0.18586846488177147,7.05977075,0.027755297784971374,6.342104399999999,13.883998
case_162,162,theta,2,33363,0.2041109387115497,0.23354130883695312,0.21826447677725092,7.05977075,0.09024967778676977,8.372474599999999,23.729927
case_162,162,theta,3,33363,0.23354132920950002,0.2641083675787944,0.24884295674979437,7.05977075,0.04454035908041843,6.914100599999998,17.21258
case_162,162,theta,4,33364,0.2641085300465041,0.2973765729991342,0.2809401884637603,7.05977075,0.020261359549214722,6.022996649999997,11.793326
case_162,162,theta,5,33363,0.2973788073232606,0.3400835731201251,0.3176313000167577,7.05977075,0.026616311482780326,6.2987848,10.821984
case_162,162,theta,6,33363,0.34008430051379496,0.38544397728860136,0.36437811051789915,7.05977075,0.02268980607259539,5.862278199999998,10.847426
case_162,162,theta,7,33363,0.38544401396575123,0.42294680967891723,0.4054934900301176,7.05977075,0.019542607079699067,5.9060298,13.181359
case_162,162,theta,8,33364,0.4229469627498896,0.4537957854032777,0.43868697546033897,7.05977075,0.06492027334851937,7.5511338,23.469679
case_162,162,theta,9,33363,0.4537960637844038,0.48109294324967633,0.467852153775135,7.05977075,0.057398914965680545,7.406472599999996,22.699831
case_162,162,theta,10,33363,0.4810938546694504,0.520903319254834,0.49886584871770684,7.05977075,0.014357222072355603,5.818757499999999,15.01005
case_162,162,theta,11,33364,0.5209040658572579,0.7734831816037461,0.599606710807614,7.05977075,0.12858170483155498,11.618266699999998,23.808949
case_162,162,z,0,33364,1.783318,73.861069,35.87418136833113,7.05977075,0.05868600887183791,7.370903649999998,18.995302
