case_id,case_number,feature,bin,n,feature_min,feature_max,feature_mean,stress_mean,stress_median,stress_p95,stress_max
case_73,73,distance_to_inner_proxy,9,40036,78.21373637908835,93.65194174766867,83.68613247654075,6.88993993191128,6.328999,16.643349,22.045938
case_73,73,distance_to_outer_proxy,0,40036,0.0,15.438205368580327,9.965809271127942,6.88993993191128,6.328999,16.643349,22.045938
case_73,73,distance_to_outer_proxy,1,40036,15.438220118889518,22.182795298663507,18.90345037297497,3.1056531753671694,3.2484349999999997,6.1670105,8.882988
case_73,73,distance_to_outer_proxy,2,40036,22.182895429157668,27.19245430778048,24.831506618264907,2.5651282322659603,2.736103,4.1490915,5.9457
case_73,73,distance_to_outer_proxy,3,40036,27.19248739386512,31.246829293181776,29.304919951625287,2.5498688618992906,2.6023945,3.6352217500000004,9.841356
case_73,73,distance_to_outer_proxy,4,40036,31.246854991127663,34.97921812080415,33.147873522182856,2.5972377830952147,2.4658255000000002,4.57280675,9.899602
case_73,73,distance_to_outer_proxy,5,40036,34.979494438305295,37.90247346597761,36.497514501356406,2.7659841740683384,2.5336914999999998,5.541025250000001,10.445312
case_73,73,distance_to_outer_proxy,6,40036,37.902634751194114,41.17481380627029,39.5062540531824,3.2062538690928166,2.9109705000000003,7.02253825,16.907051
case_73,73,distance_to_outer_proxy,7,40036,41.17487219504466,46.12068015473287,43.47434465642289,2.9924519929063838,2.5125895,7.33376075,16.514166
case_73,73,distance_to_outer_proxy,8,40036,46.12078378546923,54.92076365065515,49.8018824362235,3.2714332818713157,2.559614,9.186987,21.696907
case_73,73,distance_to_outer_proxy,9,40036,54.920785412829986,93.65194174766867,73.96170874035808,1.2933387951593567,0.101682,6.37023475,20.619808
case_74,74,fluence_rate,0,40036,2.929441,3.514266,3.381653056649016,4.851282824507942,4.374067,9.91440375,11.816478
case_74,74,fluence_rate,1,40036,3.514266,3.61022,3.5663198059746226,4.542473263787591,4.9301805000000005,8.15898175,9.425588
case_74,74,fluence_rate,2,40036,3.610242,3.680321,3.647372192326905,5.1540726324807675,5.53587,7.84990975,12.990489
case_74,74,fluence_rate,3,40036,3.680321,3.738647,3.709388135378159,5.379600744804676,5.7490885,7.53462225,13.531211
case_74,74,fluence_rate,4,40036,3.738674,3.799135,3.7693703735637922,5.884361055025478,6.1655005,7.8578875,17.44146
case_74,74,fluence_rate,5,40036,3.799135,3.857724,3.828172988010791,6.151056296283345,6.195189,8.822975249999999,19.189587
case_74,74,fluence_rate,6,40036,3.857729,3.920742,3.888792589269657,6.2065430146867815,5.997787,9.56808875,22.607681
case_74,74,fluence_rate,7,40036,3.920742,3.992367,3.954826542911379,6.3603969367319415,5.84972,10.981025500000001,25.172836
case_74,74,fluence_rate,8,40036,3.992384,4.145803,4.051930044260166,5.827030334598861,4.758856,12.84274075,29.059874
