Complexity,Loss,Equation
1,1.0,"-8.560956e-5"
3,0.9420276,"nearest_radial_boundary_fraction_proxy_scaled * 0.24044226"
5,0.9364938,"(nearest_axial_boundary_fraction_proxy_scaled * rho_fraction_proxy_scaled) * 0.2615831"
6,0.9347929,"abs(nearest_axial_boundary_fraction_proxy_scaled) + -0.8905857"
7,0.8664833,"gauss(fluence_rate_scaled) - 0.6189402"
9,0.8608578,"gauss(fluence_rate_scaled * 1.3457322) - 0.5124461"
11,0.8212426,"gauss(fluence_rate_scaled) - gauss(nearest_axial_boundary_fraction_proxy_scaled)"
12,0.79934245,"(gauss(fluence_rate_scaled) * abs(nearest_axial_boundary_fraction_proxy_scaled)) - 0.5720946"
13,0.79359525,"(z_fraction_proxy_scaled * (gauss(fluence_rate_within_case_z_scaled + -0.46643203) - 0.5690353)) * z_within_case_z_scaled"
15,0.7832234,"(gauss(fluence_rate_within_case_z_scaled + -0.44266725) - 0.56988484) * ((z_within_case_z_scaled * z_within_case_z_scaled) + theta_sin_std_scaled)"
17,0.7009029,"z_within_case_z_scaled * (((nearest_axial_boundary_fraction_proxy_scaled * gauss(fluence_rate_within_case_z_scaled + -0.52122116)) - -0.6207584) * (z_within_case_z_scaled * -0.93324536))"
19,0.6952177,"((z_within_case_z_scaled + 0.1594895) * ((nearest_axial_boundary_fraction_proxy_scaled * gauss(fluence_rate_within_case_z_scaled + -0.52122116)) - -0.6207584)) * (z_within_case_z_scaled * -0.93324536)"
20,0.69223017,"(z_within_case_z_scaled * ((gauss(fluence_rate_within_case_z_scaled + -0.5039057) * abs(nearest_axial_boundary_fraction_proxy_scaled)) - 0.6468799)) * (z_within_case_z_scaled - -0.24379967)"
22,0.69183546,"(z_fraction_proxy_scaled + 0.2426858) * ((z_fraction_proxy_scaled * ((gauss(fluence_rate_within_case_z_scaled + -0.5042414) * abs(nearest_axial_boundary_fraction_proxy_scaled)) - 0.640667)) * 0.9633368)"
23,0.68521154,"(((z_fraction_proxy_scaled + 0.104372516) * (((-0.2872802 - gauss(fluence_rate_within_case_z_scaled + -0.5475441)) * (nearest_axial_boundary_fraction_proxy_scaled * 0.8552183)) + -0.8781892)) * z_fraction_proxy_scaled) - -0.19083"
25,0.6801783,"(z_fraction_proxy_scaled * (((z_fraction_proxy_scaled - -0.14612766) * (((nearest_axial_boundary_fraction_proxy_scaled * 0.82167673) * (-0.28533402 - gauss(fluence_rate_within_case_z_scaled + -0.52394867))) + -0.83846956)) - -0.07950505)) - -0.1598591"
