artifact,path,size_bytes,sha256
v13_completion,/net/scratch/j96317yn/NotebookCT3/outputs/15_v13_structural_tail_residual/iteration_1/v13_complete.json,886,d4e5fd15b33f2b945ee1e24ee8307aa4187d8212aa70557eee9bca7fd6b3270f
v13_decision,/net/scratch/j96317yn/NotebookCT3/outputs/15_v13_structural_tail_residual/iteration_1/v13_promotion_decision.json,431,73a61addc5ca62d3acc04e1222ebbd486a1cfed48f63d3627c11eae906160487
v13_selected_formula,/net/scratch/j96317yn/NotebookCT3/outputs/15_v13_structural_tail_residual/iteration_1/stages/stage_structural_residual/selected_formula.csv,4481,f607ba67eb98b19558f99b8b35259f6df370491cf821a9084b1f0fbf02be1a32
v13_candidate_formula,/net/scratch/j96317yn/NotebookCT3/outputs/15_v13_structural_tail_residual/iteration_1/v13_candidate_formula.csv,4711,9edb6a07732136eaf95afc84d7203534097b9f139f25914e083f192ba2451e05
v13_scope_metrics,/net/scratch/j96317yn/NotebookCT3/outputs/15_v13_structural_tail_residual/iteration_1/v13_scope_metrics.csv,3370,5d899e6d6e16e9a4a41f640212251a1a781488832dd6c35934726cf6924a2a6a
v13_case_metrics,/net/scratch/j96317yn/NotebookCT3/outputs/15_v13_structural_tail_residual/iteration_1/v13_case_metrics.csv.gz,73371,0f4dbc0e6e407ac6928743fde8e163bda3baffa559d82429c7eb94a926ffe4e1
audit_source,/net/scratch/j96317yn/NotebookCT3/src/v13_residual_gain_audit.py,40890,941e06f52f00785aa61b0956569e4748664eb217bd822aebaa0931161acf681a
