primary_model_decision,primary_gain,research_correction_decision,research_gain,residual_formula_original_variables,deployment_expression
freeze_v11_global_gain_0_90_as_primary_model,0.0,retain_v13_as_non_deployed_tail_correction_research,0.125,0.0676190077581068*(7.37326359099678*nearest_angular_boundary_fraction_proxy - 0.49547272973709823)*(7.37326359099678*nearest_angular_boundary_fraction_proxy - 7.83718161516892*nearest_radial_boundary_fraction_proxy - 2.342693291125991)*(-0.634665432315235*v11_prediction_within_case_z_proxy + (1.96281136060823*signed_angular_position_proxy + 0.0372013836365022)*(3.62252040885947*theta_sin_4_proxy - 2.63083165891777 + 0.34062078141613944) + 0.980150057039591) + 0.477850708772957,sigma_V11 + lambda * scale_case * (r_raw - case_mean(r_raw))
