Complexity,Loss,Equation
1,0.9999999,"3.2088807e-5"
3,0.92009485,"weight_loss_rate_within_case_z_scaled * -0.28217012"
5,0.8453067,"fluence_rate_scaled * (rho_within_case_z_scaled * 0.25405452)"
6,0.81487864,"0.7802671 - abs(fluence_rate_scaled)"
7,0.8084771,"(rho_within_case_z_scaled * (fluence_rate_scaled * 0.31375146)) + 0.21316399"
8,0.7877594,"0.57502663 - (abs(fluence_rate_scaled) * 0.73684496)"
9,0.7452021,"(square(theta_sin_within_case_z_scaled) + (rho_within_case_z_scaled * fluence_rate_scaled)) * 0.29983494"
10,0.7259171,"((fluence_rate_scaled * rho_within_case_z_scaled) + abs(theta_cos_scaled)) * 0.36336192"
11,0.7108732,"((fluence_rate_scaled * rho_within_case_z_scaled) * 0.3374678) + square(theta_cos_scaled * 0.4450257)"
13,0.7006952,"(((theta_cos_scaled * -1.1405832) - square(rho_within_case_z_scaled)) * -0.15478908) * (theta_cos_scaled + -1.6082156)"
14,0.65357506,"square(theta_cos_scaled * 0.68678766) + (abs(rho_within_case_z_scaled * theta_cos_scaled) * -0.76677746)"
16,0.6460757,"square(theta_cos_scaled * -0.68261474) + (abs((theta_cos_scaled * rho_within_case_z_scaled) + -0.10225309) * -0.77367544)"
18,0.6399244,"(abs((theta_cos_scaled * rho_within_case_z_scaled) - 0.1424647) * -0.8163427) + (square(theta_cos_scaled * -0.67629915) + 0.10282867)"
19,0.6388324,"(rho_within_case_z_scaled * (((square(theta_cos_scaled) + fluence_rate_within_case_z_scaled) - -3.1042101) * (rho_scaled * -0.05384815))) + square(theta_cos_scaled * 0.53494966)"
21,0.6253349,"square(theta_cos_scaled * 0.51200104) + (((rho_scaled * -0.08022913) - 0.052555066) * (rho_scaled * ((square(theta_cos_scaled) + fluence_rate_within_case_z_scaled) - -2.246963)))"
23,0.62475127,"square((theta_cos_scaled * 0.49861762) - 0.045066066) + (((rho_scaled * -0.080340125) - 0.051301174) * ((fluence_rate_within_case_z_scaled + (square(theta_cos_scaled) - -2.1284935)) * rho_within_case_z_scaled))"
