stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,0,1,0.3929130917994244,0.0,-0.032534538086785234,-0.032534538086785234,0.17241254311754645,[],CONST,"{""features"": [], ""operators"": []}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,1,3,0.3783641003646872,0.018865743231948243,z_scaled * 0.2053746736208215,z_scaled*0.2053746736208215,0.0006016257104965089*z - 0.08607451210276248,"[""z_scaled""]","Mul(CONST, Symbol('z_scaled'))","{""features"": [""z_scaled""], ""operators"": [""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,2,5,0.3602186992493634,0.024572807788916667,rho_scaled * (nearest_axial_boundary_fraction_proxy_scaled * 0.30264401853651574),rho_scaled*nearest_axial_boundary_fraction_proxy_scaled*0.30264401853651574,0.23894787713847091*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(0.0518222130818483*rho - 9.47986999444844) + 0.198099681581775,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""rho_scaled""]","Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_scaled'))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""rho_scaled""], ""operators"": [""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,3,7,0.3465396968781171,0.019356983770114484,(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * (nearest_axial_boundary_fraction_proxy_scaled * 0.23300872673266088),(-nearest_radial_boundary_fraction_proxy_scaled + signed_radial_position_proxy_scaled)*nearest_axial_boundary_fraction_proxy_scaled*0.23300872673266088,0.18396841568765269*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(-7.28718952316989*nearest_radial_boundary_fraction_proxy + 2.4118969586272*signed_radial_position_proxy + 2.0795084413989) + 0.198099681581775,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_radial_position_proxy_scaled""]","Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Add(Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Mul(Integer(-1), Symbol('signed_radial_position_proxy_scaled'))))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_radial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,4,9,0.3331535805492497,0.01969689543148384,((nearest_axial_boundary_fraction_proxy_scaled * (rho_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) + signed_axial_position_proxy_scaled) * 0.22088519782428173,(nearest_axial_boundary_fraction_proxy_scaled*(-nearest_radial_boundary_fraction_proxy_scaled + rho_fraction_proxy_scaled) + signed_axial_position_proxy_scaled)*0.22088519782428173,0.28581982615421576*signed_axial_position_proxy + 0.17439647202231125*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(-7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy - 0.33238851694632) + 0.17943916639098631,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('signed_axial_position_proxy_scaled'))))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,5,11,0.3283859356434851,0.007207018378151423,((nearest_axial_boundary_fraction_proxy_scaled * (rho_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled))) + -1.381377739793055) * 0.23271049594795387,(nearest_axial_boundary_fraction_proxy_scaled*(nearest_axial_boundary_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled + rho_fraction_proxy_scaled) - 1.381377739793055)*0.23271049594795387,0.18373295221063545*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy - 1.83512751776448) - 0.055704928668457883,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,6,13,0.3161792416566029,0.018940138271449226,((signed_axial_position_proxy_scaled - 1.3812836801118937) + (nearest_axial_boundary_fraction_proxy_scaled * (rho_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)))) * 0.21606198873044308,(nearest_axial_boundary_fraction_proxy_scaled*(nearest_axial_boundary_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled + rho_fraction_proxy_scaled) + signed_axial_position_proxy_scaled - 1*1.3812836801118937)*0.21606198873044308,0.27957871630038539*signed_axial_position_proxy + 0.17058838230839325*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy - 1.83512751776448) - 0.055784314485056781,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_fraction_proxy_scaled')), Mul(CONST, Symbol('signed_axial_position_proxy_scaled')), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,7,15,0.3147867414559144,0.002206937455766688,((((((rho_fraction_proxy_scaled + nearest_axial_boundary_fraction_proxy_scaled) * 1.3826512776648028) - nearest_radial_boundary_fraction_proxy_scaled) * nearest_axial_boundary_fraction_proxy_scaled) + signed_axial_position_proxy_scaled) * 0.18480742857818133) - 0.3313756973925666,(nearest_axial_boundary_fraction_proxy_scaled*(-nearest_radial_boundary_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled + rho_fraction_proxy_scaled)*1.3826512776648028) + signed_axial_position_proxy_scaled)*0.18480742857818133 - 1*0.3313756973925666,0.23913611065166991*signed_axial_position_proxy + 0.14591183051201764*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(8.7784081458380125*nearest_axial_boundary_fraction_proxy - 7.28718952316989*nearest_radial_boundary_fraction_proxy + 6.6696248222971459*rho_fraction_proxy - 3.4586012619521947) - 0.079145489080441154,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_fraction_proxy_scaled')), Mul(CONST, Symbol('signed_axial_position_proxy_scaled')), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,8,17,0.3015578648669686,0.021466738636555405,((signed_axial_position_proxy_scaled - 1.4621247533537742) + (nearest_axial_boundary_fraction_proxy_scaled * (rho_fraction_proxy_scaled + ((nearest_axial_boundary_fraction_proxy_scaled * (nearest_radial_boundary_fraction_proxy_scaled + 1.1242647259753462)) - nearest_radial_boundary_fraction_proxy_scaled)))) * 0.21412974460741804,(nearest_axial_boundary_fraction_proxy_scaled*(nearest_axial_boundary_fraction_proxy_scaled*(nearest_radial_boundary_fraction_proxy_scaled + 1.1242647259753462) - nearest_radial_boundary_fraction_proxy_scaled + rho_fraction_proxy_scaled) + signed_axial_position_proxy_scaled - 1*1.4621247533537742)*0.21412974460741804,0.27707844156595133*signed_axial_position_proxy + 0.16906280901755878*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(-7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy + (6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(7.28718952316989*nearest_radial_boundary_fraction_proxy - 1.2833055831046281) - 0.33238851694632) - 0.067181046768981631,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2)), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_fraction_proxy_scaled')), Mul(CONST, Symbol('signed_axial_position_proxy_scaled')), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",3,1,warm_start_checkpoint
v10_geometry_residual,v10_i3_geometry_signed_residual_pilot,9,21,0.2996947954782482,0.0015493281564082125,((signed_axial_position_proxy_scaled - 1.3517303599675847) + (nearest_axial_boundary_fraction_proxy_scaled * (rho_fraction_proxy_scaled + ((nearest_axial_boundary_fraction_proxy_scaled * ((nearest_radial_boundary_fraction_proxy_scaled + 1.3805252315964214) / 1.3650293634055992)) - nearest_radial_boundary_fraction_proxy_scaled)))) * 0.2301256191338328,(nearest_axial_boundary_fraction_proxy_scaled*(nearest_axial_boundary_fraction_proxy_scaled*(nearest_radial_boundary_fraction_proxy_scaled + 1.3805252315964214)/1.3650293634055992 - nearest_radial_boundary_fraction_proxy_scaled + rho_fraction_proxy_scaled) + signed_axial_position_proxy_scaled - 1*1.3517303599675847)*0.2301256191338328,0.2977766962310809*signed_axial_position_proxy + 0.1816921029303971*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(-7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy + 0.73258497348739019*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(7.28718952316989*nearest_radial_boundary_fraction_proxy - 1.0270450774835529) - 0.33238851694632) - 0.066940201690873488,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2)), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_fraction_proxy_scaled')), Mul(CONST, Symbol('signed_axial_position_proxy_scaled')), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""rho_fraction_proxy_scaled"", ""signed_axial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",3,1,warm_start_checkpoint
