candidate_id,model_family,feature_set,alpha,shrinkage,n_features,model_complexity,cv_selection_score,mean_oracle_loss_ratio,weighted_gain_mae,p90_absolute_gain_error,gain_saturation_fraction,fit_failure,outer_fold,selected_in_outer_fold
ridge__physical_plus_tail_13__a0.1__s0.50,ridge,physical_plus_tail_13,0.1,0.5,13,14,1.0076214341466314,0.9943219577593722,0.0714935550157338,0.12300241771371628,0.0,,3,False
ridge__physical_plus_tail_13__a0.1__s0.75,ridge,physical_plus_tail_13,0.1,0.75,13,14,1.003765638507859,0.9922194253387843,0.06095785026909037,0.10900856284331599,0.0,,3,False
ridge__physical_plus_tail_13__a0.1__s1.00,ridge,physical_plus_tail_13,0.1,1.0,13,14,1.0021585813865752,0.9906319743760408,0.057779138047854936,0.11497386411497897,0.0,,3,False
ridge__physical_plus_tail_13__a1__s0.50,ridge,physical_plus_tail_13,1.0,0.5,13,14,1.007687829875063,0.9944605422522049,0.07295135269275016,0.11864304707165677,0.0,,3,False
ridge__physical_plus_tail_13__a1__s0.75,ridge,physical_plus_tail_13,1.0,0.75,13,14,1.0037259340339246,0.9923756592001323,0.06258523047759675,0.10183503572065625,0.0,,3,False
ridge__physical_plus_tail_13__a1__s1.00,ridge,physical_plus_tail_13,1.0,1.0,13,14,1.0021098224388887,0.9907706440473573,0.057317106252429036,0.1121493553257705,0.0,,3,False
ridge__physical_plus_tail_13__a10__s0.50,ridge,physical_plus_tail_13,10.0,0.5,13,14,1.0080582356209122,0.994762332468455,0.07540629919358376,0.11510546466197631,0.0,,3,False
ridge__physical_plus_tail_13__a10__s0.75,ridge,physical_plus_tail_13,10.0,0.75,13,14,1.0041454481572027,0.9927526900876361,0.06585572254482475,0.0961437163016865,0.0,,3,False
ridge__physical_plus_tail_13__a10__s1.00,ridge,physical_plus_tail_13,10.0,1.0,13,14,1.002657056121503,0.9911718450860358,0.059371658893218104,0.1109609029229036,0.0,,3,False
ridge__physical_plus_tail_13__a100__s0.50,ridge,physical_plus_tail_13,100.0,0.5,13,14,1.01024244526231,0.9959683965622118,0.08062730814637933,0.12422635770920225,0.0,,3,False
ridge__physical_plus_tail_13__a100__s0.75,ridge,physical_plus_tail_13,100.0,0.75,13,14,1.006588952270213,0.9942727672097064,0.07193804544148101,0.10244761032716904,0.0,,3,False
ridge__physical_plus_tail_13__a100__s1.00,ridge,physical_plus_tail_13,100.0,1.0,13,14,1.0041998704479838,0.992813638938647,0.06475422846650677,0.0982161732537208,0.0,,3,False
huber__physical_plus_tail_13__a0.001__s0.50,huber,physical_plus_tail_13,0.001,0.5,13,15,1.0066315433430457,0.9939447209271627,0.06919822937293753,0.11533998957178718,0.0,,3,False
huber__physical_plus_tail_13__a0.001__s0.75,huber,physical_plus_tail_13,0.001,0.75,13,15,1.0026971371269882,0.9917507779306862,0.05788053285444115,0.10316611821715536,0.0,,3,False
huber__physical_plus_tail_13__a0.001__s1.00,huber,physical_plus_tail_13,0.001,1.0,13,15,1.0016557964454886,0.9901356345001592,0.05478983169560098,0.12082357551538551,0.0,,3,False
huber__physical_plus_tail_13__a0.01__s0.50,huber,physical_plus_tail_13,0.01,0.5,13,15,1.0065343714528725,0.9939482763542968,0.06907295721761084,0.11357598753629343,0.0,,3,False
huber__physical_plus_tail_13__a0.01__s0.75,huber,physical_plus_tail_13,0.01,0.75,13,15,1.0025595402498548,0.9917494008054677,0.0576725058368218,0.10085777721409689,0.0,,3,False
huber__physical_plus_tail_13__a0.01__s1.00,huber,physical_plus_tail_13,0.01,1.0,13,15,1.0013575931713352,0.9901271842627268,0.05431514726478424,0.11597788364259967,0.0,,3,False
huber__physical_plus_tail_13__a0.1__s0.50,huber,physical_plus_tail_13,0.1,0.5,13,15,1.0064326878141703,0.993959737658961,0.06889106880827567,0.11167686548763595,0.0,,3,False
huber__physical_plus_tail_13__a0.1__s0.75,huber,physical_plus_tail_13,0.1,0.75,13,15,1.0022250681473497,0.9917518289783829,0.05724226322179269,0.09498025693575095,0.0,,3,False
huber__physical_plus_tail_13__a0.1__s1.00,huber,physical_plus_tail_13,0.1,1.0,13,15,1.0011806703965995,0.9901149492545795,0.053385486146054935,0.11454345054828893,0.0,,3,True
constant_global_0_90,constant,none,0.0,0.0,0,0,1.0202433920130993,1.0,0.11493392013099227,0.17499999999999993,0.0,,4,False
ridge__physical_9__a0.1__s0.50,ridge,physical_9,0.1,0.5,9,10,1.0066797357882227,0.9933418115250809,0.07586392062070751,0.1150306440214216,0.0,,4,False
ridge__physical_9__a0.1__s0.75,ridge,physical_9,0.1,0.75,9,10,1.0026616841197908,0.9909005313927913,0.06267201301254981,0.10987902851489129,0.0,,4,False
ridge__physical_9__a0.1__s1.00,ridge,physical_9,0.1,1.0,9,10,0.9999504591228565,0.9890621782806908,0.05834787945988729,0.10106985792354235,0.0,,4,False
ridge__physical_9__a1__s0.50,ridge,physical_9,1.0,0.5,9,10,1.0066330550106461,0.9934100984934009,0.0769646360559039,0.11052985823310102,0.0,,4,False
ridge__physical_9__a1__s0.75,ridge,physical_9,1.0,0.75,9,10,1.002752063688787,0.9910054183060367,0.06479216625604037,0.10534857514292334,0.0,,4,False
ridge__physical_9__a1__s1.00,ridge,physical_9,1.0,1.0,9,10,1.0004171859499003,0.9892097523239388,0.06119867826867521,0.10175131598187516,0.0,,4,False
ridge__physical_9__a10__s0.50,ridge,physical_9,10.0,0.5,9,10,1.0074122961514385,0.9937389002079111,0.07960241578921635,0.11426308729211414,0.0,,4,False
ridge__physical_9__a10__s0.75,ridge,physical_9,10.0,0.75,9,10,1.0035699842058308,0.9914360057500871,0.06778932085137321,0.10710092741212787,0.0,,4,False
ridge__physical_9__a10__s1.00,ridge,physical_9,10.0,1.0,9,10,1.0020255996555407,0.9896949850041166,0.06327684999101113,0.12005859304645931,0.0,,4,False
ridge__physical_9__a100__s0.50,ridge,physical_9,100.0,0.5,9,10,1.01075940685786,0.9951380192075499,0.08660775124620466,0.13921225051379582,0.0,,4,False
ridge__physical_9__a100__s0.75,ridge,physical_9,100.0,0.75,9,10,1.0057907900331406,0.9931474712264926,0.0758865290672168,0.10109331799853034,0.0,,4,False
ridge__physical_9__a100__s1.00,ridge,physical_9,100.0,1.0,9,10,1.0034439266041266,0.9914641296415387,0.067095741249784,0.10540445675218914,0.0,,4,False
huber__physical_9__a0.001__s0.50,huber,physical_9,0.001,0.5,9,11,1.006154767830665,0.9933341557133509,0.07438876555530098,0.10763471123568114,0.0,,4,False
huber__physical_9__a0.001__s0.75,huber,physical_9,0.001,0.75,9,11,1.0012814247601638,0.9908815909183816,0.05982058287679733,0.08835551108204848,0.0,,4,False
huber__physical_9__a0.001__s1.00,huber,physical_9,0.001,1.0,9,11,0.9993238154350544,0.9890166907681437,0.05268399627460686,0.10077450078900105,0.0,,4,True
huber__physical_9__a0.01__s0.50,huber,physical_9,0.01,0.5,9,11,1.006153641730932,0.993333886644318,0.07438733193771782,0.10762043785684376,0.0,,4,False
huber__physical_9__a0.01__s0.75,huber,physical_9,0.01,0.75,9,11,1.0012795304381457,0.9908812208222845,0.059819275531404835,0.08832764125441472,0.0,,4,False
huber__physical_9__a0.01__s1.00,huber,physical_9,0.01,1.0,9,11,0.9993246975480268,0.9890162627142608,0.05268092627674286,0.1008068441218356,0.0,,4,False
huber__physical_9__a0.1__s0.50,huber,physical_9,0.1,0.5,9,11,1.0061419544913262,0.9933312396055404,0.07437207856013425,0.10747014059544838,0.0,,4,False
huber__physical_9__a0.1__s0.75,huber,physical_9,0.1,0.75,9,11,1.0012830767241205,0.9908776897643595,0.05980577310912792,0.08849619297696155,0.0,,4,False
huber__physical_9__a0.1__s1.00,huber,physical_9,0.1,1.0,9,11,0.9993335413564652,0.9890121372058505,0.05264849776434177,0.10113108748361248,0.0,,4,False
ridge__physical_plus_tail_13__a0.1__s0.50,ridge,physical_plus_tail_13,0.1,0.5,13,14,1.0065885432825894,0.9933160518936428,0.07570981540373325,0.11403019697146528,0.0,,4,False
ridge__physical_plus_tail_13__a0.1__s0.75,ridge,physical_plus_tail_13,0.1,0.75,13,14,1.002483930536895,0.9908636865573517,0.06263016425386744,0.10714455108313488,0.0,,4,False
ridge__physical_plus_tail_13__a0.1__s1.00,ridge,physical_plus_tail_13,0.1,1.0,13,14,1.0002524098230923,0.9890186278156842,0.058895801998168955,0.10688403615182203,0.0,,4,False
ridge__physical_plus_tail_13__a1__s0.50,ridge,physical_plus_tail_13,1.0,0.5,13,14,1.0063262248790648,0.9933912422947466,0.07684298488942556,0.10501368190751284,0.0,,4,False
ridge__physical_plus_tail_13__a1__s0.75,ridge,physical_plus_tail_13,1.0,0.75,13,14,1.0028322470038913,0.9909737817327313,0.06461796213784457,0.10793338114751008,0.0,,4,False
ridge__physical_plus_tail_13__a1__s1.00,ridge,physical_plus_tail_13,1.0,1.0,13,14,1.0007325648863439,0.9891628354046402,0.0607977603584968,0.10979906891707955,0.0,,4,False
ridge__physical_plus_tail_13__a10__s0.50,ridge,physical_plus_tail_13,10.0,0.5,13,14,1.0073269718736944,0.9937159676188949,0.07939269858185909,0.11343468793226935,0.0,,4,False
ridge__physical_plus_tail_13__a10__s0.75,ridge,physical_plus_tail_13,10.0,0.75,13,14,1.0033307020240685,0.9914055823162473,0.06745068508202419,0.10360102399237545,0.0,,4,False
ridge__physical_plus_tail_13__a10__s1.00,ridge,physical_plus_tail_13,10.0,1.0,13,14,1.0017320432789585,0.989658030156788,0.06279722446651267,0.11588581351038323,0.0,,4,False
ridge__physical_plus_tail_13__a100__s0.50,ridge,physical_plus_tail_13,100.0,0.5,13,14,1.010195418973822,0.9949746902312437,0.08550940867126061,0.1333957575090442,0.0,,4,False
ridge__physical_plus_tail_13__a100__s0.75,ridge,physical_plus_tail_13,100.0,0.75,13,14,1.0051891744536463,0.9929601577504567,0.07426834229343574,0.09604364947692191,0.0,,4,False
ridge__physical_plus_tail_13__a100__s1.00,ridge,physical_plus_tail_13,100.0,1.0,13,14,1.003384428346749,0.9912936396850363,0.06497431193217419,0.11186714936990563,0.0,,4,False
huber__physical_plus_tail_13__a0.001__s0.50,huber,physical_plus_tail_13,0.001,0.5,13,15,1.0063357434315017,0.9934928795755263,0.07564451490827254,0.10556824730296183,0.0,,4,False
huber__physical_plus_tail_13__a0.001__s0.75,huber,physical_plus_tail_13,0.001,0.75,13,15,1.0018751066533667,0.991110034439378,0.061352450184010004,0.09259654391175423,0.0,,4,False
huber__physical_plus_tail_13__a0.001__s1.00,huber,physical_plus_tail_13,0.001,1.0,13,15,0.9999874536716713,0.9893122054542144,0.05605295025105811,0.10139906384702355,0.0,,4,False
huber__physical_plus_tail_13__a0.01__s0.50,huber,physical_plus_tail_13,0.01,0.5,13,15,1.0063573402444972,0.9934785195663801,0.07546973287689457,0.10663694780855298,0.0,,4,False
huber__physical_plus_tail_13__a0.01__s0.75,huber,physical_plus_tail_13,0.01,0.75,13,15,1.0018386753702346,0.9910854561317234,0.061200334093139096,0.09266371658394652,0.0,,4,False
huber__physical_plus_tail_13__a0.01__s1.00,huber,physical_plus_tail_13,0.01,1.0,13,15,0.9999285002267262,0.9892785186995952,0.055754409076685926,0.1014908123892479,0.0,,4,False
huber__physical_plus_tail_13__a0.1__s0.50,huber,physical_plus_tail_13,0.1,0.5,13,15,1.0063336439716613,0.9934331791441501,0.07503409963093548,0.10794109728835187,0.0,,4,False
huber__physical_plus_tail_13__a0.1__s0.75,huber,physical_plus_tail_13,0.1,0.75,13,15,1.0016818791007327,0.9910140585794255,0.06063401712259821,0.09208837618094592,0.0,,4,False
huber__physical_plus_tail_13__a0.1__s1.00,huber,physical_plus_tail_13,0.1,1.0,13,15,0.9995449575917547,0.9891827749005914,0.054799267485645835,0.09764511885197436,0.0,,4,False
