case_id,legacy_split,similarity_group,oracle_gain,minimum_grid_loss,selected_near_optimal_loss,global_gain_loss,oracle_loss_improvement_fraction,oracle_target_weight,near_optimal_gain_count,oracle_at_lower_bound,oracle_at_upper_bound,case_mean_correction_mpa,fluence_rate_mean,fluence_rate_p95,fluence_rate_std,tail_correction_abs_max_mpa,tail_correction_std_mpa,temperature_mean,temperature_p95,temperature_std,v10_case_scale,weight_loss_rate_mean,weight_loss_rate_p95,weight_loss_rate_std
case_18,validation,group_013,0.925,0.2747971469899922,0.27586697234070845,0.2764161596126453,0.001986813190323134,1.0079472527612925,8,False,False,-0.477070217143838,3.517946720123291,4.379520893096924,0.3797719180583954,6.908303780671423,0.9158600706891764,385.7846374511719,427.0711975097656,19.03748893737793,4.356075678264989,0.35971400141716,0.498443990945816,0.0523169860243797
case_180,train,group_143,1.025,0.292668259258145,0.2940040047752467,0.297869991315636,0.012978771454331446,1.0519150858173258,4,False,False,-0.43512527686821767,3.4693281650543213,4.422637939453125,0.4054667055606842,4.823989532456959,0.6441878901123809,381.3869018554688,405.3695373535156,11.89083766937256,3.068462845432796,0.4126565456390381,0.5178800225257874,0.0500586815178394
case_181,train,group_144,0.9,0.3085319999373932,0.30905730327712166,0.30905730327712166,0.0,1.0,10,False,False,-0.3281234986197681,3.880963325500488,4.578250885009766,0.3218696713447571,6.267645428930135,0.8276391599353701,374.6295471191406,400.1968383789063,12.21060562133789,3.940406242403967,0.3653408288955688,0.5090330243110657,0.0560531392693519
case_182,train,group_145,1.05,0.28507326207962447,0.2860103692723088,0.29103814649724724,0.017275320384800563,1.0691012815392023,3,False,False,-0.5182943156502153,3.412649631500244,4.340727806091309,0.3978778421878814,4.997022994579102,0.6723618801937332,369.9147644042969,403.9873962402344,13.084407806396484,3.211346253840576,0.3410781025886535,0.4559800028800964,0.0438534654676914
case_183,train,group_146,1.025,0.28884978240555115,0.2898655571395317,0.29362864564951174,0.012815808558650707,1.0512632342346029,4,False,False,-0.38426969879106365,3.434481382369995,4.36077880859375,0.3981219828128814,5.786124793001198,0.7746595670452,368.73968505859375,402.6380004882813,14.467819213867188,3.698471069238527,0.3535558879375458,0.4997769892215729,0.0617360696196556
case_184,train,group_147,1.025,0.3021538996826229,0.30334077585540165,0.30738232696905443,0.013148287194987847,1.0525931487799514,4,False,False,-0.44468460506290974,3.397519111633301,4.3331170082092285,0.4035210311412811,5.312063453788609,0.7117970331357886,368.1035461425781,399.6644592285156,13.316668510437012,3.395952092909809,0.3936293125152588,0.4979380071163177,0.0509153492748737
case_185,train,group_148,1.0,0.2653716430309855,0.2664560220929404,0.26912488065584705,0.009916803516652773,1.039667214066611,5,False,False,-0.48205230387059406,3.4901881217956543,4.3791680335998535,0.3860352635383606,4.958191290989707,0.6670543729233331,368.5096740722656,400.9403076171875,12.146696090698242,3.1881220469485165,0.3434914350509643,0.4528090059757232,0.0460216291248798
case_186,train,group_149,0.9,0.27005232668896817,0.27057253673622045,0.27057253673622045,0.0,1.0,9,False,False,-0.3644741397468999,3.7361631393432617,4.5027031898498535,0.3437540531158447,5.287902157971469,0.7087725540076987,367.2469177246094,396.7318420410156,11.97087287902832,3.3868961665856347,0.3486391007900238,0.477510005235672,0.0549000240862369
case_187,train,group_147,1.05,0.30370719664454826,0.3046893144060163,0.3100522223269929,0.017296789169021574,1.0691871566760862,3,False,False,-0.44456369151499864,3.3984994888305664,4.339259147644043,0.4044046103954315,5.412325563963798,0.7251750216359212,368.3010864257813,400.6207580566406,13.983709335327148,3.4630886212469534,0.3873427212238312,0.4945510029792785,0.0514682717621326
case_188,train,group_093,1.025,0.281505026674541,0.2827140835657415,0.28665940714967286,0.013763105223584673,1.0550524208943386,4,False,False,-0.40452853126031496,3.424635410308838,4.347849845886231,0.3976042568683624,5.192735897172007,0.6993011647028096,369.7333984375,403.5959777832031,12.921147346496582,3.342910728463898,0.3489305078983307,0.4873859882354736,0.0596411786973476
case_189,train,group_101,1.05,0.3014472186012469,0.30254250235320157,0.3081267209701338,0.018123123497210503,1.072492493988842,3,False,False,-0.4284118719303377,3.40437388420105,4.33687686920166,0.4016564786434173,5.15289342364791,0.6915218438937293,365.9328308105469,396.5462951660156,12.939881324768066,3.3055974834235777,0.3571913838386535,0.4927850067615509,0.0543151460587978
case_19,train,group_006,0.975,0.28151092868159233,0.2825521273923593,0.2844952784549134,0.006830169811981797,1.0273206792479272,6,False,False,-0.4268247288842275,3.423744201660156,4.346603870391846,0.3979784846305847,7.084953252424958,0.9411119666167793,390.79241943359375,430.1040954589844,17.734981536865234,4.481177311272984,0.3600948452949524,0.5095490217208862,0.0629341006278991
case_190,train,group_096,1.05,0.29273102426985825,0.29363093273130847,0.2987214681752195,0.01704107667589896,1.0681643067035957,3,False,False,-0.4123302470173391,3.42315673828125,4.344974040985107,0.3978052139282226,5.48041321457864,0.7356556086590709,366.1627197265625,399.8901672363281,14.30609130859375,3.5162314945924082,0.3473292291164398,0.4861420094966888,0.0576607324182987
case_191,train,group_106,1.05,0.290465358012096,0.2914656749102873,0.2967735930285532,0.01788541245903652,1.071541649836146,3,False,False,-0.4520844294466019,3.413191318511963,4.352011203765869,0.4003863930702209,5.252438930080625,0.7056649432436681,368.427490234375,400.60540771484375,13.19227123260498,3.3696842843645816,0.3589784801006317,0.49720299243927,0.0514899753034114
case_192,train,group_106,1.025,0.28863965464692315,0.2900062345833061,0.2942351495352029,0.014372568874171356,1.0574902754966855,4,False,False,-0.43867409858297224,3.443337202072144,4.376368045806885,0.398783266544342,5.303453264169636,0.7112788735429433,365.5298767089844,396.9407653808594,13.371981620788574,3.3981691258414126,0.358118861913681,0.4958359897136688,0.0515717417001724
case_193,train,group_150,1.025,0.2835223569294727,0.28479013707197964,0.28882011757135795,0.013953254133630874,1.0558130165345234,4,False,False,-0.44844398537209973,3.4327430725097656,4.358067989349365,0.3979721069335937,4.741230711983872,0.6397912384781057,366.6557312011719,394.5610046386719,11.779062271118164,3.062905678623239,0.3520005941390991,0.4825739860534668,0.0502255260944366
case_194,train,group_151,0.9,0.28600612807342396,0.28716357366449397,0.28716357366449397,0.0,1.0,9,False,False,-0.3619872377363612,3.713203191757202,4.489656925201416,0.3472364842891693,5.971698013279704,0.796228673435429,365.9811096191406,399.3850708007813,14.165607452392578,3.799740066456717,0.3648502230644226,0.4881669878959656,0.0557833984494209
case_195,train,group_152,1.05,0.3023506083882226,0.3038473964449464,0.310539534657546,0.021550036197418517,1.086200144789674,3,False,False,-0.4813120832052967,3.398775815963745,4.333730220794678,0.4020915627479553,5.404226217199079,0.7249512837651974,366.947021484375,402.1915893554688,14.86263370513916,3.4649643537831336,0.3481342494487762,0.4725120067596435,0.0488101653754711
case_196,internal_test,group_113,1.0,0.2822253999497002,0.2836261200151636,0.28666137049955465,0.010588278703550632,1.0423531148142025,5,False,False,-0.4093437697328979,3.450724601745605,4.378867149353027,0.3979845643043518,5.540849947314221,0.7424109957684233,367.6076049804688,400.0106201171875,13.770980834960938,3.5467052206923673,0.3562313914299011,0.4884159862995147,0.0566208772361278
case_197,internal_test,group_153,0.9,0.28288603928185263,0.28407217943007823,0.28407217943007823,0.0,1.0,9,False,False,-0.30954709567657124,3.6821987628936768,4.474258899688721,0.3521238565444946,5.699641933603796,0.7602537682721682,368.3271789550781,394.18548583984375,11.780911445617676,3.6312566298518627,0.3610468804836273,0.5100070238113403,0.0630463063716888
case_199,internal_test,group_154,0.9,0.2863896013657454,0.2873988569463947,0.2873988569463947,0.0,1.0,9,False,False,-0.3322095917130111,3.736097574234009,4.4997100830078125,0.3437277376651764,6.359214121866025,0.8453093288013424,368.8340759277344,404.2610778808594,14.88178539276123,4.029894494850174,0.3534270823001861,0.4969339966773987,0.0615021213889122
case_20,train,group_008,1.0,0.2796392234891767,0.28082715972140526,0.2837261794302196,0.01021766731091283,1.0408706692436513,5,False,False,-0.48895697165246854,3.4376983642578125,4.357461929321289,0.3961818218231201,6.808826316033107,0.9059519203381624,386.24993896484375,428.4507751464844,18.953399658203125,4.3180527938586275,0.3569400310516357,0.4920589923858642,0.0531734600663185
case_200,train,group_155,1.05,0.2928423381231712,0.29379202964219353,0.2989649777155098,0.017302856384197436,1.0692114255367897,3,False,False,-0.3968148382461236,3.4804728031158447,4.374592781066895,0.3878067135810852,4.935710005028312,0.6622742864867991,368.853271484375,391.2104797363281,10.57806396484375,3.1682159666205685,0.3642668724060058,0.5085939764976501,0.0548590160906314
case_21,train,group_014,0.9,0.2672677293210553,0.26758103537574823,0.26758103537574823,0.0,1.0,9,False,False,-0.5496772501555083,3.7922611236572266,4.532018184661865,0.3354575634002685,5.911449557078722,0.7843404000764292,380.0529174804688,418.7206726074219,17.622663497924805,3.7383653337719465,0.304046481847763,0.3734660148620605,0.0346808359026908
case_24,train,group_017,1.0,0.26607166617602174,0.26693353990556334,0.26945948640976214,0.009374123501288183,1.0374964940051528,5,False,False,-0.6526883720375878,3.4139652252197266,4.31955099105835,0.3982797265052795,5.956165090531429,0.7919851285003366,386.143798828125,428.4120788574219,19.01522254943848,3.778465310108054,0.2968947887420654,0.3571540117263794,0.0334775671362876
case_27,train,group_019,0.9,0.2739327616095637,0.2741061337742726,0.2741061337742726,0.0,1.0,9,False,False,-0.6636849937056002,3.465683460235596,4.414574146270752,0.4056165814399719,6.335095851673211,0.8240595087369722,385.1637573242188,427.7463684082031,19.543014526367188,3.9048074057331337,0.5838103294372559,0.6116610169410706,0.0133214984089136
case_28,internal_test,group_020,0.9,0.2902096852943181,0.290289257524028,0.290289257524028,0.0,1.0,9,False,False,-0.4887957486082627,3.444808959960937,4.344237804412842,0.4001657962799072,7.316950024997338,0.9650820388985308,388.1788024902344,427.000244140625,18.416955947875977,4.5791667826617894,0.4003788828849792,0.5012249946594238,0.0502807050943374
case_29,validation,group_021,0.575,0.4261326497355809,0.428007689811772,0.4504374248391352,0.04979545168870795,1.1991818067548319,10,False,False,-0.7648887065899526,3.1236889362335205,3.676456928253174,0.230920061469078,3.2372860130213934,0.4424806651433147,392.5954895019531,424.3432922363281,17.600141525268555,2.1267350124096036,0.3146193325519562,0.3714419901371002,0.0281614027917385
case_32,train,group_023,0.9,0.3269960004145533,0.3285500387078639,0.3285500387078639,0.0,1.0,10,False,False,-0.35497619627966426,4.004930019378662,4.635653018951416,0.3062626123428345,8.509299881309824,1.1099825312839366,385.7896423339844,427.2201232910156,19.027637481689453,5.275779542328929,0.3441199362277984,0.4800379872322082,0.0573530942201614
case_34,train,group_025,0.9,0.3011819862872883,0.30126410337862836,0.30126410337862836,0.0,1.0,10,False,False,-0.47714222681036533,3.406077146530152,4.2971391677856445,0.3977664411067962,6.058139846726442,0.7923979254133703,389.1787109375,428.2310485839844,18.73888397216797,3.7518778987074564,0.5822104215621948,0.6336789727210999,0.0434413105249404
case_35,train,group_026,0.9,0.2790751467798246,0.27914088626169975,0.27914088626169975,0.0,1.0,10,False,False,-0.4100382925518561,3.4408388137817383,4.375041961669922,0.3971137702465057,4.615005873857943,0.6114694221143016,371.5977478027344,408.7979736328125,14.876484870910645,2.9088730609856635,0.6220473647117615,0.6585180163383484,0.0442086197435855
case_36,train,group_027,0.225,0.44723021606304825,0.44922821702855,0.4856605584530803,0.07501605965403935,1.3000642386161574,10,False,False,-0.22821371878094765,4.85212516784668,5.117259979248047,0.264154314994812,9.91553428614965,1.272051618512653,433.7020263671875,446.0522766113281,10.608501434326172,6.077426330017212,0.4091252386569977,0.5481550097465515,0.0524387471377849
case_39,train,group_030,0.675,0.3915870731733099,0.3931987070490146,0.40354663499289206,0.025642458755875192,1.1025698350235007,11,False,False,-0.35891081052697793,3.9490442276000977,4.5900468826293945,0.3113228678703308,5.50512162149386,0.723278132701622,399.2710266113281,408.4616088867188,7.977405071258545,3.4326625352435127,0.5030649900436401,0.5717719793319702,0.0440228655934333
case_40,train,group_031,0.9,0.26590045365881604,0.26702028985668896,0.26702028985668896,0.0,1.0,9,False,False,-0.44201676343394913,3.476468086242676,4.402723789215088,0.4011386334896087,5.972621291686916,0.7977840304697679,375.6658325195313,416.1701965332031,16.153501510620117,3.7961379496444487,0.3558333814144134,0.4885160028934479,0.0554569438099861
case_42,train,group_033,0.65,0.35676128258252016,0.358042238534227,0.37178239945887365,0.03695753468869246,1.1478301387547698,10,False,False,-0.45554718573350983,4.481013298034668,4.902854919433594,0.2694236040115356,8.492309163777195,1.1106221959458122,383.3473205566406,424.3719177246094,18.68475341796875,5.282750467961682,0.2999007403850555,0.3775449991226196,0.0306674931198358
case_43,train,group_033,0.675,0.34641655596521914,0.348087744130613,0.3603776174751696,0.03410276540108209,1.1364110616043284,11,False,False,-0.4824385276193418,4.455991268157959,4.886398792266846,0.2713600397109985,8.380533210145238,1.098251400214491,383.7666931152344,426.8658752441406,19.64435768127441,5.2337272126033,0.2953096032142639,0.3641569912433624,0.0284253749996423
case_44,train,group_034,0.9,0.28140623988089397,0.2823724388080687,0.2823724388080687,0.0,1.0,9,False,False,-0.5003575926233349,3.421377658843994,4.3431549072265625,0.396238774061203,6.614392521800247,0.8739319459086866,390.0741271972656,431.2918395996094,18.652687072753903,4.1612122035298915,0.4716525375843048,0.5480489730834961,0.0462924614548683
case_45,validation,group_035,0.85,0.33321019092560933,0.3346826728471771,0.3362119899174275,0.004548669042487111,1.0181946761699485,10,False,False,-0.3269619084629912,4.089926719665527,4.690937042236328,0.2983483970165252,9.014600221586255,1.1639765290090913,415.900634765625,438.6653137207031,11.671467781066896,5.524929731775814,0.3532792031764984,0.4961870014667511,0.0611677840352058
case_47,train,group_036,0.925,0.2742667118210166,0.27513638162313153,0.2756452938201839,0.0018462575217566884,1.0073850300870268,8,False,False,-0.5943874511288847,3.431697368621826,4.369460105895996,0.4010428488254547,6.363827062446024,0.8420482034656205,385.2372741699219,425.9954833984375,19.205371856689453,4.008412210630037,0.4492833018302917,0.5024229884147644,0.0318298153579235
case_48,train,group_037,0.975,0.2927859869411156,0.2938779766997797,0.29584351215673377,0.006643834920107138,1.0265753396804285,6,False,False,-0.4322437076539781,3.426650285720825,4.351603031158447,0.4008990824222564,7.337103889324099,0.9685342801700703,405.2812194824219,434.8112487792969,13.833043098449709,4.593622989629891,0.3604381084442138,0.510021984577179,0.0630935654044151
case_49,train,group_006,0.925,0.27353791072878153,0.27463673290940227,0.27519877928403924,0.0020423287345212723,1.008169314938085,8,False,False,-0.429796902505142,3.473597764968872,4.401814937591553,0.3960037231445312,7.114880961652489,0.9472163957183343,385.604248046875,425.4900512695313,19.03375816345215,4.51638471039998,0.3456548154354095,0.4862389862537384,0.0603737421333789
case_51,validation,group_039,0.825,0.2933538485123547,0.29431289959245566,0.2963484094869693,0.006868637824098476,1.0274745512963939,9,False,False,-0.6834384444820177,3.5304033756256104,4.083449840545654,0.2575376629829407,4.546394014281809,0.6162935495800522,385.83099365234375,427.0550231933594,19.01648330688477,2.9556043098054774,0.3277938067913055,0.3821699917316437,0.0266861338168382
case_52,train,group_040,0.925,0.2730055781380099,0.27395616949364165,0.27445144970038304,0.0018046186576244467,1.0072184746304977,8,False,False,-0.4817419450541116,3.4609897136688232,4.405360221862793,0.4015334546566009,6.493427239935278,0.8575332059245703,389.7483520507813,428.3780517578125,18.55299186706543,4.077394370551652,0.4170320630073547,0.5167099833488464,0.0497259832918643
case_54,validation,group_041,0.9,0.27510743250877256,0.27510743250877256,0.27510743250877256,0.0,1.0,9,False,False,-0.48924751194805016,3.480163097381592,4.408173084259033,0.3963909745216369,6.941213629885252,0.9117481367880882,388.8660583496094,428.88818359375,18.78531646728516,4.335847222933649,0.4751777052879333,0.5484179854393005,0.0450370088219642
case_56,train,group_043,0.825,0.27426459878286025,0.2754688336733,0.2776266144729617,0.007772240437963745,1.031088961751855,10,False,False,-0.3840994307613811,3.9566686153411865,4.530732154846191,0.2822281122207641,6.866255390206363,0.9052261127063488,391.56829833984375,431.0653076171875,18.250450134277344,4.31642872233671,0.3620691299438476,0.4984259903430938,0.0552688166499137
case_57,internal_test,group_044,0.9,0.30032502547328455,0.3007177702231574,0.3007177702231574,0.0,1.0,10,False,False,-0.5118549359981092,3.4517061710357666,4.381138801574707,0.3979073762893677,6.817535932537379,0.8865933482417868,420.9454956054688,442.0559387207031,11.190784454345703,4.2006975912825615,0.5291222929954529,0.5933359861373901,0.0428076982498168
case_58,train,group_045,1.0,0.3213751240168444,0.32263560406805847,0.3255607318288609,0.008984891219436485,1.0359395648777459,5,False,False,-0.7033770092175666,3.2952799797058105,3.9979400634765625,0.3093965649604797,4.3166952494501665,0.5820153400553694,397.2033996582031,431.0664978027344,16.30899429321289,2.7855562992830287,0.437208890914917,0.4841910004615783,0.0247922614216804
case_59,train,group_046,0.9,0.31719021844737927,0.31857800292361954,0.31857800292361954,0.0,1.0,9,False,False,-0.5159046951533299,3.414113521575928,4.321518898010254,0.3985752761363983,6.731501179594585,0.8780545910591775,415.2822570800781,437.5419616699219,11.511637687683104,4.149537071005078,0.5159759521484375,0.5820009708404541,0.0432564616203308
case_60,validation,group_013,0.9,0.274692228248801,0.274692228248801,0.274692228248801,0.0,1.0,9,False,False,-0.4498826800442751,3.585988759994507,4.4092559814453125,0.3671199679374695,7.3258561454521285,0.9668912729635541,390.0577392578125,431.7008666992188,18.76041984558105,4.596000443662611,0.3576135337352752,0.4934250116348266,0.0558004081249237
case_61,train,group_047,1.025,0.29271862834863827,0.2941181426948467,0.29820705102888057,0.013711642028336407,1.0548465681133457,4,False,False,-0.4879485336558198,3.501136541366577,4.439974784851074,0.398209810256958,6.174580777912599,0.8204345647646284,395.2786865234375,425.8003540039063,16.925382614135742,3.9117152241298707,0.3529425859451294,0.4788320064544678,0.0503299720585346
case_62,validation,group_048,0.675,0.3078164960842842,0.3089157123186855,0.32059336556190626,0.036425124464922354,1.1457004978596894,9,False,False,-0.33893455714766374,3.798898220062256,4.536083221435547,0.3343678414821625,3.824781395396325,0.5168016212412607,353.52325439453125,368.2245178222656,11.043818473815918,2.473053961909988,0.40302774310112,0.4987649917602539,0.0459478944540023
case_63,train,group_049,0.75,0.3920840302942617,0.39386223613017957,0.3987311601092913,0.012211044599015538,1.0488441783960623,14,False,False,-0.3255343964384416,4.257575988769531,4.785690784454346,0.2848091423511505,6.793850762930461,0.8812387911314027,392.8834533691406,425.2461242675781,17.84315299987793,4.2008939223552275,0.4950523376464844,0.5653340220451355,0.045140091329813
case_64,train,group_050,0.9,0.2553656215250291,0.2560800444033924,0.2560800444033924,0.0,1.0,10,False,False,-0.4079748309598251,3.4654695987701416,4.380486011505127,0.3898314535617828,4.595579137567754,0.6215544394302172,365.7829895019531,395.7268676757813,12.928702354431152,2.9747887018984156,0.3566097617149353,0.4926530122756958,0.0552641712129116
case_66,internal_test,group_052,0.35,0.41477735473888544,0.4164748107323633,0.45379400658169666,0.08223818584658801,1.3289527433863522,14,False,False,-0.3517476388207105,4.957562446594238,5.1825032234191895,0.2692562043666839,9.56276889535906,1.245857345018574,385.6255798339844,426.7341918945313,19.089977264404297,5.924408740627714,0.3400048613548279,0.415477991104126,0.0304559022188186
case_67,train,group_040,0.925,0.2685722188496833,0.2698508845219527,0.2704216167041905,0.0021105272174380667,1.0084421088697522,8,False,False,-0.4741204835586429,3.481675148010254,4.425694942474365,0.4014225006103515,6.4347000243431465,0.8518155674897352,382.6053771972656,426.1247253417969,19.79265022277832,4.049607023102838,0.4159236252307892,0.5154770016670227,0.0497010350227355
case_68,train,group_053,0.8,0.39543037191865715,0.39708253674769295,0.4001054892095652,0.00755538862474562,1.0302215544989826,13,False,False,-0.27311501663329707,4.425922393798828,4.877762794494629,0.2735873758792877,8.12502315086309,1.0526678358843937,392.8239440917969,425.4644470214844,17.428680419921875,5.012768088796757,0.3605170845985412,0.4894739985466003,0.055677156895399
case_69,train,group_054,1.05,0.28326217480278865,0.2842176334278307,0.2894086708466887,0.017936703152919398,1.0717468126116776,3,False,False,-0.5249880748164524,3.414844036102295,4.331756114959717,0.3967931568622589,6.173207604026618,0.8232609579616322,382.49993896484375,424.4466552734375,19.06673622131348,3.914355880218464,0.3441344201564789,0.448743999004364,0.0483309514820575
case_71,internal_test,group_056,0.9,0.2922896050541386,0.2927530321761441,0.2927530321761441,0.0,1.0,10,False,False,-0.5736860894151701,3.42432165145874,4.346854209899902,0.3977628350257873,5.603339931932406,0.7341066186505258,391.5738220214844,425.13677978515625,17.769493103027344,3.4893286205402942,0.609678328037262,0.6314210295677185,0.0258737206459045
case_72,train,group_057,0.7,0.3141897279112049,0.31527515945588996,0.32379068432292335,0.02629947456592257,1.1051978982636903,9,False,False,-0.306669995191027,3.4638895988464355,4.408148765563965,0.4016619920730591,3.711798134678086,0.5047898997167436,352.4326477050781,370.5895690917969,11.414469718933104,2.4204991784191536,0.359425276517868,0.5082319974899292,0.0628086552023887
case_73,train,group_058,0.3,0.3827786710167845,0.38454592487594674,0.43010637808587376,0.10592833664240746,1.42371334656963,13,False,False,-0.2793892277354988,4.698200225830078,4.967726230621338,0.2422367930412292,8.985725358431534,1.1645743770183812,389.1913757324219,430.40179443359375,18.797691345214844,5.53511755843712,0.5048685073852539,0.5674020051956177,0.0409205108880996
case_74,train,group_059,0.9,0.2743172124863763,0.2747441152474087,0.2747441152474087,0.0,1.0,10,False,False,-0.5455600262297836,3.837376594543457,4.5571489334106445,0.3287328779697418,6.986382164833961,0.9183953290075025,390.3270568847656,431.7774658203125,18.64606475830078,4.3768052391929295,0.3540834486484527,0.4266839921474457,0.0346968248486518
case_75,train,group_060,0.925,0.279109092680772,0.280282397377297,0.2808554041747201,0.00204021994558683,1.0081608797823474,8,False,False,-0.47009748184346034,3.434945821762085,4.355371952056885,0.3981591463088989,6.7341645903902165,0.889728623514074,389.47900390625,428.7915649414063,18.642627716064453,4.223954647691022,0.4121075272560119,0.5527989864349365,0.0529544055461883
case_77,train,group_062,1.05,0.2808670396373138,0.28183870013046264,0.28719381801138977,0.01864635498774821,1.0745854199509928,3,False,False,-0.5233869170050102,3.3737595081329346,4.057146072387695,0.3044011890888214,4.719060860521958,0.6392854413395782,382.7502746582031,424.6549377441406,18.993059158325195,3.0610954022559325,0.357508510351181,0.4952700138092041,0.0517014302313327
case_78,train,group_063,0.9,0.2768240146710159,0.27735283163945,0.27735283163945,0.0,1.0,9,False,False,-0.31809003512532397,3.473510503768921,4.394714832305908,0.3976163566112518,4.152251274070848,0.5633925900961353,362.4739379882813,375.292724609375,10.105934143066406,2.694443431041621,0.3519338071346283,0.4985930025577545,0.0626445561647415
case_79,train,group_064,0.975,0.2825459107146651,0.2838547072720703,0.2858877791875374,0.00711143344862401,1.028445733794496,6,False,False,-0.47081201943733986,3.430354595184326,4.354800224304199,0.3977881073951721,6.670601508399023,0.8862457116954982,389.55474853515625,427.9959411621094,18.49088859558105,4.215130275970287,0.3595194816589355,0.4861499965190887,0.05570088326931
case_81,validation,group_066,0.975,0.30473864619444047,0.3059826711890081,0.3079771968500795,0.006476212139960173,1.0259048485598408,6,False,False,-0.5091176406605992,3.4711034297943115,4.370614051818848,0.389234334230423,7.122727067535836,0.936902032174589,427.3624877929688,443.0621643066406,10.700604438781738,4.4452974081445085,0.3936992585659027,0.4970389902591705,0.0506984405219554
case_82,internal_test,group_020,0.9,0.27610948599677887,0.27692216188042984,0.27692216188042984,0.0,1.0,10,False,False,-0.47913230870590495,3.4522545337677,4.387165069580078,0.4008691310882568,6.902531072070323,0.9158307923825402,383.1573181152344,424.2245788574219,18.72331428527832,4.355909012913179,0.3968290388584137,0.5005000233650208,0.0505726896226406
case_83,validation,group_067,0.9,0.28134687056054,0.2818729477720663,0.2818729477720663,0.0,1.0,9,False,False,-0.45978259928771603,3.4547364711761475,4.374969005584717,0.4013635814189911,7.287253415560199,0.9665895120910224,386.7286682128906,426.0284423828125,18.719057083129883,4.595082030216067,0.3536431193351745,0.4840059876441955,0.0563716106116771
case_84,train,group_008,1.025,0.2743624386689819,0.2753087163659216,0.2789256798551046,0.01296748112637721,1.0518699245055088,4,False,False,-0.4948511965112058,3.4487290382385254,4.3586931228637695,0.3937629163265228,6.6502872488324805,0.8845042229470779,390.2251892089844,431.4751586914063,18.657062530517575,4.216277891378709,0.360487163066864,0.4993279874324798,0.0526352971792221
case_85,train,group_068,1.025,0.2767066932010687,0.27790658068286844,0.281895076056762,0.014148864995039664,1.0565954599801586,4,False,False,-0.46543415625514883,3.4244441986083984,4.3561110496521,0.3965501189231872,6.374632102798585,0.8506470456063144,382.4470825195313,426.2056274414063,19.90363121032715,4.052905444919697,0.3595130443572998,0.4842430055141449,0.0562217868864536
case_86,validation,group_069,1.05,0.3042233029685396,0.3056313614988885,0.3121806616030698,0.02097919861707702,1.0839167944683081,3,False,False,-0.6518462367493008,3.3035128116607666,4.07803201675415,0.337123692035675,4.846136212637985,0.6559348281388303,385.3857116699219,425.63128662109375,19.11328125,3.145643795711836,0.3429905772209167,0.4162420034408569,0.0352904871106147
case_87,validation,group_070,0.825,0.3459176924014613,0.34738457203989986,0.3494740237215234,0.005978846895037109,1.0239153875801483,12,False,False,-0.372479482093925,4.078866958618164,4.678973197937012,0.2992359101772308,8.357043038912899,1.0756300915634343,434.91937255859375,446.29388427734375,10.841824531555176,5.111466613247705,0.3624218702316284,0.4929479956626892,0.0561986789107322
case_89,train,group_071,0.9,0.28678478609187397,0.28678478609187397,0.28678478609187397,0.0,1.0,9,False,False,-0.4695997359248636,3.8019614219665527,4.541163921356201,0.3334589302539825,7.349869734653196,0.9702675742128164,383.197509765625,423.9712829589844,18.62520980834961,4.622457716068559,0.328755110502243,0.4343090057373047,0.0461499169468879
case_91,train,group_007,1.025,0.30266672771171965,0.3038279182466797,0.3076748867865866,0.012503355668983432,1.0500134226759337,4,False,False,-0.5593597411722274,3.455228328704834,4.390332221984863,0.4016213715076446,7.152611119918343,0.942181615444263,433.0641174316406,445.1156921386719,10.695987701416016,4.467663698574018,0.3450756967067718,0.4657489955425262,0.0467129945755004
case_92,train,group_073,1.075,0.3323920122119745,0.3333224258422656,0.3421402043435464,0.025772412564606915,1.1030896502584278,2,False,False,-0.5678627467402245,3.3151376247406006,4.09653377532959,0.3396933972835541,5.362451499002739,0.7215803100219591,440.694091796875,448.29205322265625,11.036330223083496,3.4425546643598843,0.3573110401630401,0.4941030144691467,0.0518410392105579
case_93,internal_test,group_074,1.025,0.2732188394887114,0.27420410968263986,0.2778435090435134,0.013098738111256615,1.0523949524450265,4,False,False,-0.5274498080399083,3.417858839035034,4.322260856628418,0.3889064490795135,6.009249100721224,0.8018171006071891,386.1116943359375,427.1571960449219,18.93198776245117,3.8235457866807523,0.3820260167121887,0.4785780012607574,0.0465712547302246
case_94,train,group_075,1.025,0.27358805039258716,0.2749354189354629,0.2791618243408152,0.015139625252600732,1.0605585010104028,4,False,False,-0.716840658516426,3.345393419265747,4.140851020812988,0.3452984094619751,4.902062609123403,0.6625634448465304,382.6231994628906,424.648193359375,19.04590606689453,3.1787736701836438,0.2921536862850189,0.3512179851531982,0.0267762038856744
case_95,train,group_076,0.75,0.3544654062559386,0.3557528787661779,0.3605564895355967,0.013322768855459952,1.0532910754218399,12,False,False,-0.401258210509455,4.116982936859131,4.701513767242432,0.2957494258880615,8.606573453893732,1.10769796981412,441.1065368652344,448.7469177246094,11.151686668395996,5.276489414461732,0.3583834171295166,0.4941360056400299,0.0516914539039135
case_96,train,group_077,0.9,0.2684242572874551,0.268457851750165,0.268457851750165,0.0,1.0,9,False,False,-0.5498503345055489,3.607393741607666,4.233084201812744,0.2878321409225464,5.5198488049368475,0.7422464253332419,386.0886535644531,428.4657897949219,19.101863861083984,3.552206898352047,0.3271991014480591,0.4280770123004913,0.0433760397136211
