iteration,split,model,n_cases,n_elements_evaluated,micro_mae,micro_rmse,micro_r2,macro_mae,macro_rmse,macro_r2,worst_case_rmse,mean_top5_actual_rmse,mean_top5_actual_bias,mean_p95_relative_error,mean_p95_underprediction_fraction,mean_p99_relative_error,mean_p99_underprediction_fraction,mean_top5pct_hotspot_overlap,mean_top1pct_hotspot_overlap,mean_top1_recall_in_predicted_top5,max_prediction_abs_max_ratio
1,internal_test,hierarchical_symbolic,15,6005400,1.8477765583800325,2.471889409240268,0.28189474569872075,1.8477765583800332,2.4519499042772663,0.2207916732437708,3.115865805856213,5.110821408338684,-3.972092447355426,0.15065228021408736,0.15065228021408736,0.25350259030131517,0.25350259030131517,0.31994538248909316,0.44723609723609725,0.6095904095904098,1.1665922763680339
1,validation,hierarchical_symbolic,15,6005400,1.768227935098401,2.4037502290550665,0.3587548736900471,1.7682279350984011,2.3473270754421445,0.18037258580564688,2.949235493389289,4.630007684823144,-3.574537563793677,0.1285918954922692,0.11843582835943135,0.21480086272996382,0.21480086272996382,0.30700702700902516,0.488994338994339,0.6001998001998001,0.8386265811939846
