stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,candidate_valid,invalid_reason,validation_offset_rmse,validation_offset_mae,validation_offset_spearman
case_mean,hierarchical_i1_case_mean_20260817_060826,9,18,0.09334017,0.0276551935879451,(((((temperature_mean_scaled + weight_loss_rate_mean_scaled) * -0.249661) - (z_max_scaled * -0.1399448)) + temperature_p95_scaled) - abs(fluence_rate_p95_scaled)) + 0.6063363,temperature_p95_scaled - (-0.1399448)*z_max_scaled + (temperature_mean_scaled + weight_loss_rate_mean_scaled)*(-0.249661) - Abs(fluence_rate_p95_scaled) + 0.6063363,-0.0116301024532845*temperature_mean + 0.0470427355318997*temperature_p95 - 3.16087946558646*weight_loss_rate_mean + 0.103449215368151*z_max - 0.870195660324862*Abs(4.60760803334225*fluence_rate_p95 - 20.3572633494299) - 100.195330145459,"[""fluence_rate_p95_scaled"", ""temperature_mean_scaled"", ""temperature_p95_scaled"", ""weight_loss_rate_mean_scaled"", ""z_max_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('temperature_mean_scaled')), Mul(Integer(-1), CONST, Symbol('temperature_p95_scaled')), Mul(CONST, Symbol('weight_loss_rate_mean_scaled')), Mul(Integer(-1), CONST, Symbol('z_max_scaled')), Mul(CONST, Abs(Symbol('fluence_rate_p95_scaled'))), CONST))","{""features"": [""fluence_rate_p95_scaled"", ""temperature_mean_scaled"", ""temperature_p95_scaled"", ""weight_loss_rate_mean_scaled"", ""z_max_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",True,,0.3348496608922622,0.222495043031933,0.9214285714285712
