Complexity,Loss,Equation
1,0.37558982774913985,"-0.04115427841485448"
3,0.3684211420514006,"nearest_radial_boundary_fraction_proxy_scaled * 0.14904471112240908"
5,0.36430499225867535,"(theta_cos_scaled * -0.14474065909015377) * nearest_angular_boundary_fraction_proxy_scaled"
7,0.3543508583083918,"(fluence_rate_mean_scaled - 0.9963813721338554) * (nearest_radial_boundary_fraction_proxy_scaled * -0.1711515442287178)"
9,0.34909412954724317,"(((nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled) + -1.0738757967221708) * -0.1468580706022943) * nearest_radial_boundary_fraction_proxy_scaled"
10,0.346851412154954,"nearest_radial_boundary_fraction_proxy_scaled * ((fluence_rate_mean_scaled - abs(signed_angular_position_proxy_scaled)) * -0.19036754303581377)"
11,0.3446898309910706,"((fluence_rate_mean_scaled + nearest_angular_boundary_fraction_proxy_scaled) + nearest_radial_boundary_fraction_proxy_scaled) * ((nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled) * -0.10391388629555573)"
12,0.3427385262546769,"(nearest_radial_boundary_fraction_proxy_scaled * (abs(signed_angular_position_proxy_scaled * nearest_axial_boundary_fraction_proxy_scaled) - fluence_rate_mean_scaled)) * 0.20449475924129032"
14,0.34162870245346144,"nearest_radial_boundary_fraction_proxy_scaled * ((abs(nearest_axial_boundary_fraction_proxy_scaled) + (theta_fraction_proxy_scaled - (fluence_rate_mean_scaled + nearest_angular_boundary_fraction_proxy_scaled))) * 0.15858153703261568)"
15,0.3395398172235841,"((theta_fraction_proxy_scaled + 1.0180012433832564) - (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * ((nearest_radial_boundary_fraction_proxy_scaled + (nearest_angular_boundary_fraction_proxy_scaled * 0.4398050464666698)) * 0.13901903328760928)"
17,0.3381408224526901,"((nearest_angular_boundary_fraction_proxy_scaled - theta_fraction_proxy_scaled) + (fluence_rate_mean_scaled + -0.8348057172939586)) * ((nearest_radial_boundary_fraction_proxy_scaled + ((nearest_angular_boundary_fraction_proxy_scaled + 0.40423187532867316) * 0.5360574337294364)) * -0.1442842324284289)"
18,0.33452452544727945,"(nearest_radial_boundary_fraction_proxy_scaled + (nearest_angular_boundary_fraction_proxy_scaled * 0.3896782111492233)) * (((abs(nearest_axial_boundary_fraction_proxy_scaled) + theta_fraction_proxy_scaled) - (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * 0.15278822240714104)"
20,0.33435924301149844,"((((nearest_angular_boundary_fraction_proxy_scaled * 0.3750374778185947) + nearest_radial_boundary_fraction_proxy_scaled) * ((abs(nearest_axial_boundary_fraction_proxy_scaled) + signed_angular_position_proxy_scaled) - (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled))) * 0.15391645964199466) - 0.019521637276809"
22,0.3330428623128295,"(nearest_radial_boundary_fraction_proxy_scaled + (nearest_angular_boundary_fraction_proxy_scaled * 0.48827111086781055)) * (((((theta_fraction_proxy_scaled + abs(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) * -0.7720383861380471) + fluence_rate_mean_scaled) + nearest_angular_boundary_fraction_proxy_scaled) * -0.16014187899995422)"
24,0.3299152523946515,"(((nearest_angular_boundary_fraction_proxy_scaled * 0.4758192855865515) + (nearest_radial_boundary_fraction_proxy_scaled - -0.29359514150767824)) * ((fluence_rate_mean_scaled + nearest_angular_boundary_fraction_proxy_scaled) + ((theta_fraction_proxy_scaled + abs(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) * -0.7579009548664221))) * -0.1605959133701589"
26,0.32981464817695527,"(((nearest_angular_boundary_fraction_proxy_scaled * 0.4399171694422641) + (nearest_radial_boundary_fraction_proxy_scaled - -0.1922946910080371)) * (((fluence_rate_mean_scaled + nearest_angular_boundary_fraction_proxy_scaled) + ((theta_fraction_proxy_scaled + abs(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) * -0.7329001193121425)) * -0.16554445140474244)) - -0.029946777009055733"
