stage,segment,attempt,resume_from_checkpoint,return_code,termination_reason,stalled,wall_timed_out,elapsed_seconds,checkpoint_exists_after,worker_frontier_exists,finished_at
geometry,1,1,False,0,process_exit,False,False,720.1983177661896,True,True,2026-08-20T05:33:35+0100
geometry,2,1,True,0,process_exit,False,False,780.2363641262054,True,True,2026-08-20T05:46:36+0100
geometry,3,1,True,0,process_exit,False,False,780.1908395290375,True,True,2026-08-20T05:59:36+0100
geometry,4,1,True,0,process_exit,False,False,780.202798128128,True,True,2026-08-20T06:12:36+0100
geometry,5,1,True,0,process_exit,False,False,780.1765041351318,True,True,2026-08-20T06:25:37+0100
