split,model,case_p95_spearman,case_p95_std_ratio,case_p95_mean_bias,case_p99_spearman,case_p99_std_ratio,case_p99_mean_bias
internal_test,frozen_v8_candidate5,0.8571428571428571,0.7675239060732408,-1.3387651105743616,0.7999999999999999,0.7799065666683699,-3.4797928995662772
internal_test,v10_geometry_residual_only,0.9428571428571427,0.9938211446288547,0.3700169603874672,0.7749999999999999,0.892859031189968,-1.9977759565046422
internal_test,v10_signed_staged_symbolic,0.9428571428571427,0.9764353710387376,0.22396413135100926,0.7892857142857141,0.8489777039845969,-2.387486557185624
validation,frozen_v8_candidate5,0.8785714285714284,0.7939004438168037,-1.315487927482487,0.9571428571428571,0.6879398717689296,-3.6403389519783826
validation,v10_geometry_residual_only,0.9678571428571429,0.9385135447832857,0.22508588044933522,0.9571428571428571,0.7829905652671412,-2.2640307227270977
validation,v10_signed_staged_symbolic,0.9678571428571429,0.9256016501305326,0.09285947636537231,0.9571428571428571,0.7526466618892369,-2.6088145309730804
