evaluation_scope,model,model_role,case_id,case_number,similarity_group,case_mean_correction_mpa,tail_consensus_std_mpa,tail_gain,final_evaluation_signature_sha256,n_elements,mae,rmse,r2,bias_predicted_minus_actual,top5_actual_rmse,top5_actual_bias,actual_mean,predicted_mean,actual_p95,predicted_p95,p95_relative_error,p95_underprediction_fraction,actual_p99,predicted_p99,p99_relative_error,p99_underprediction_fraction,actual_max,predicted_max,max_relative_error,prediction_abs_max_ratio,top5pct_hotspot_overlap,top1pct_hotspot_overlap,top1_recall_in_predicted_top5,negative_prediction_fraction,sum_absolute_error,sum_squared_error,actual_sum,actual_squared_sum
locked_final_50,mean_calibrated_consensus,predeclared_primary,case_140,140,group_107,-0.4946187655738948,0.4712632923642194,0.0,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4,400360,0.9841144004774393,1.4570751135816487,0.6436231352718786,0.08580216906914565,3.4361009635295656,-2.321022037749928,4.277947264239665,4.3637494333088105,7.941321206092832,7.546882712270766,0.04966912728822004,0.04966912728822004,12.117726716995143,9.907899481583026,0.18236318469806953,0.18236318469806953,28.184059143066406,21.043632461202787,0.2533498331669604,0.7466501668330395,0.5408632230992108,0.5027472527472527,0.8553946053946054,0.04813917474273154,394000.0413751476,849991.4590867725,1712718.9667109922,9712012.997258378
locked_final_50,full_consensus_tail,predeclared_secondary_research_only,case_140,140,group_107,-0.4946187655738948,0.4712632923642194,1.0,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4,400360,0.9622497079271551,1.3711993759915326,0.684392848629799,0.0858021690691457,2.7081928661874772,-1.5780044195781566,4.277947264239665,4.3637494333088105,7.941321206092832,7.997668552720015,0.007095462475935515,0.0,12.117726716995143,10.376733886376526,0.14367322116423625,0.14367322116423625,28.184059143066406,22.14451018003847,0.21428953623643432,0.7857104637635657,0.6036067539214707,0.5819180819180819,0.9500499500499501,0.0539389549405535,385246.2930657158,752751.9590701665,1712718.9667109922,9712012.997258378
