stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,0,1,0.3929278624462278,0.0,-0.03313675791051974,-0.03313675791051974,0.1731169489417124,[],CONST,"{""features"": [], ""operators"": []}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,1,3,0.3783262496399456,0.0189345606254224,z_scaled * 0.2059887812252211,z_scaled*0.2059887812252211,0.0006022811078880085*z - 0.08565929888091808,"[""z_scaled""]","Mul(CONST, Symbol('z_scaled'))","{""features"": [""z_scaled""], ""operators"": [""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,2,5,0.3606203362705668,0.02396560641335138,(nearest_axial_boundary_fraction_proxy_scaled * 0.3010056444096835) * rho_scaled,nearest_axial_boundary_fraction_proxy_scaled*0.3010056444096835*rho_scaled,0.2372765236737899*(6.35044600645681*nearest_axial_boundary_fraction_proxy - 1.50179462432499)*(0.05180987185222*rho - 9.47952660018825) + 0.199237969822393,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""rho_scaled""]","Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_scaled'))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""rho_scaled""], ""operators"": [""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,3,7,0.3590518403261725,0.0021794623703421325,(nearest_axial_boundary_fraction_proxy_scaled * (rho_scaled * 0.3036128230715809)) - 0.06305602215897961,nearest_axial_boundary_fraction_proxy_scaled*rho_scaled*0.3036128230715809 - 1*0.06305602215897961,0.2393317086876946*(6.35044600645681*nearest_axial_boundary_fraction_proxy - 1.50179462432499)*(0.05180987185222*rho - 9.47952660018825) + 0.149532211766187,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""rho_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Symbol('rho_scaled')), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""rho_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,4,8,0.3584490109503669,0.0016803590311540945,((z_fraction_proxy_scaled * radial_axial_signed_interaction_proxy_scaled) - rho_scaled) * -0.3109209768947597,(radial_axial_signed_interaction_proxy_scaled*z_fraction_proxy_scaled - rho_scaled)*(-0.3109209768947597),0.01269821491248192*rho - 0.2450925751891781*(4.12918244017469*radial_axial_signed_interaction_proxy - 0.0672749794120767)*(3.27700476145386*z_fraction_proxy - 1.74794266617586) - 2.124123616192058,"[""radial_axial_signed_interaction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('radial_axial_signed_interaction_proxy_scaled'), Symbol('z_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('rho_scaled'))))","{""features"": [""radial_axial_signed_interaction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,5,9,0.355017706968563,0.009618754038725811,((rho_fraction_proxy_scaled * (z_fraction_proxy_scaled * z_fraction_proxy_scaled)) - rho_scaled) * -0.37532906859547843,(rho_fraction_proxy_scaled*z_fraction_proxy_scaled*z_fraction_proxy_scaled - rho_scaled)*(-0.37532906859547843),0.015328683267132045*rho - 0.29586414169976796*(4.82442568168163*rho_fraction_proxy - 2.7416998560394)*(3.27700476145386*z_fraction_proxy - 1.74794266617586)**2 - 2.6054140314624222,"[""rho_fraction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('rho_fraction_proxy_scaled'), Pow(Symbol('z_fraction_proxy_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('rho_scaled'))))","{""features"": [""rho_fraction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,6,10,0.3474198226065734,0.021633754944777733,(((radial_axial_signed_interaction_proxy_scaled + -0.6081393967762144) * z_fraction_proxy_scaled) - rho_scaled) * -0.29477019056765197,(-rho_scaled + z_fraction_proxy_scaled*(radial_axial_signed_interaction_proxy_scaled - 0.6081393967762144))*(-0.29477019056765197),0.012038606294770008*rho - 0.23236124438038271*(4.12918244017469*radial_axial_signed_interaction_proxy - 0.6754143761882911)*(3.27700476145386*z_fraction_proxy - 1.74794266617586) - 2.0034366271342867,"[""radial_axial_signed_interaction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('radial_axial_signed_interaction_proxy_scaled'), Symbol('z_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('rho_scaled')), Mul(Integer(-1), CONST, Symbol('z_fraction_proxy_scaled'))))","{""features"": [""radial_axial_signed_interaction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,7,11,0.3405717087033065,0.019908210406952058,((((z_fraction_proxy_scaled * signed_radial_position_proxy_scaled) + -0.5480409797062662) * z_fraction_proxy_scaled) - rho_scaled) * -0.365035554021035,(-rho_scaled + z_fraction_proxy_scaled*(signed_radial_position_proxy_scaled*z_fraction_proxy_scaled - 0.5480409797062662))*(-0.365035554021035),0.0149082894372384*rho - 0.287749977065416*(3.27700476145386*z_fraction_proxy - 1.74794266617586)*((2.41221284098931*signed_radial_position_proxy - 0.329487015250199)*(3.27700476145386*z_fraction_proxy - 1.74794266617586) - 0.5480409797062662) - 2.52849559197277,"[""rho_scaled"", ""signed_radial_position_proxy_scaled"", ""z_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('rho_scaled')), Mul(Integer(-1), CONST, Symbol('signed_radial_position_proxy_scaled'), Pow(Symbol('z_fraction_proxy_scaled'), Integer(2))), Mul(CONST, Symbol('z_fraction_proxy_scaled'))))","{""features"": [""rho_scaled"", ""signed_radial_position_proxy_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,8,13,0.3389529400307602,0.0023822119443288195,(((z_fraction_proxy_scaled * ((rho_fraction_proxy_scaled * z_fraction_proxy_scaled) + -0.5362079505469696)) - rho_scaled) * -0.37257737678954295) + -0.06460340327451598,(-rho_scaled + z_fraction_proxy_scaled*(rho_fraction_proxy_scaled*z_fraction_proxy_scaled - 0.5362079505469696))*(-0.37257737678954295) - 0.06460340327451598,0.015216302384138386*rho - 0.29369503996343847*(3.27700476145386*z_fraction_proxy - 1.74794266617586)*((4.82442568168163*rho_fraction_proxy - 2.7416998560394)*(3.27700476145386*z_fraction_proxy - 1.74794266617586) - 0.5362079505469696) - 2.6357775004388828,"[""rho_fraction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('rho_fraction_proxy_scaled'), Pow(Symbol('z_fraction_proxy_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('rho_scaled')), Mul(Integer(-1), CONST, Symbol('z_fraction_proxy_scaled')), CONST))","{""features"": [""rho_fraction_proxy_scaled"", ""rho_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
v10_geometry_residual,v10_i2_geometry_signed_residual_pilot,9,14,0.3327992198353565,0.01832191307622401,((signed_axial_position_proxy_scaled * (signed_radial_position_proxy_scaled * (signed_axial_position_proxy_scaled - (radial_axial_signed_interaction_proxy_scaled * -0.2904759823569373)))) - rho_scaled) * -0.3977753688521384,(-rho_scaled + signed_axial_position_proxy_scaled*signed_radial_position_proxy_scaled*(-(-0.2904759823569373)*radial_axial_signed_interaction_proxy_scaled + signed_axial_position_proxy_scaled))*(-0.3977753688521384),0.01624540476818935*rho - 0.3135580959267175*(1.63850238067201*signed_axial_position_proxy - 0.109440285427884)*(2.41221284098931*signed_radial_position_proxy - 0.329487015250199)*(1.199428325640757*radial_axial_signed_interaction_proxy + 1.63850238067201*signed_axial_position_proxy - 0.1289820511606501) - 2.773144341219303,"[""radial_axial_signed_interaction_proxy_scaled"", ""rho_scaled"", ""signed_axial_position_proxy_scaled"", ""signed_radial_position_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('radial_axial_signed_interaction_proxy_scaled'), Symbol('signed_axial_position_proxy_scaled'), Symbol('signed_radial_position_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('rho_scaled')), Mul(CONST, Pow(Symbol('signed_axial_position_proxy_scaled'), Integer(2)), Symbol('signed_radial_position_proxy_scaled'))))","{""features"": [""radial_axial_signed_interaction_proxy_scaled"", ""rho_scaled"", ""signed_axial_position_proxy_scaled"", ""signed_radial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
