split,oracle_macro_rmse_ratio_to_direct,deployable_macro_rmse_ratio_to_direct,oracle_p95_error_ratio_to_direct,deployable_p95_error_ratio_to_direct,oracle_p99_error_ratio_to_direct,deployable_p99_error_ratio_to_direct,oracle_shape_supported,deployable_hierarchy_supported
internal_test,0.8761268164683591,0.9203809471614438,0.1715787370659176,0.6365909500123806,0.26368056156332453,0.7309804063310091,True,True
validation,0.6901827275470879,0.7293370232600253,0.08789966160223377,0.33601930516742945,0.13548844604565302,0.44085701842037867,True,True
