iteration,split,case_id,shape_rmse,shape_r2,shape_top1pct_hotspot_overlap,shape_top1_recall_in_predicted_top5,direct_top1pct_hotspot_overlap,direct_top1_recall_in_predicted_top5,actual_offset_mean,predicted_offset_mean,actual_scale_p95_minus_mean,predicted_scale_p95_minus_mean
1,validation,case_18,0.1244094988073632,0.9709334038454525,0.9120879120879121,0.9997502497502497,0.9043456543456544,0.9997502497502497,5.653727054595947,5.645844929693974,4.261300373077393,4.2370097096525265
1,validation,case_29,0.32451605643006853,0.8194607761732343,0.754995004995005,0.999000999000999,0.7255244755244755,0.993006993006993,2.0336740016937256,2.369599294180049,1.4687446951866145,1.81270453538222
1,validation,case_45,0.13528042231420037,0.9430792394196248,0.797952047952048,0.9995004995004995,0.8094405594405595,0.9995004995004995,5.207303047180176,5.24486631629964,5.654827165603637,5.429553351539061
1,validation,case_51,0.1789887059663299,0.9348183004521302,0.8833666333666333,1.0,0.8576423576423576,1.0,3.49507474899292,3.6650604636048385,2.701798892021177,2.74935591897544
1,validation,case_54,0.12747002656429016,0.968712562948042,0.9135864135864136,1.0,0.8976023976023976,1.0,5.355597496032715,5.443183488280999,4.050854635238647,4.387327039731876
1,validation,case_60,0.128628040587911,0.9680108231678662,0.9023476523476524,0.9997502497502497,0.8881118881118881,0.9997502497502497,5.622468948364258,5.622131165289977,4.341862678527832,4.538866277267294
1,validation,case_62,0.1575721814584226,0.9446199304822516,0.8908591408591409,1.0,0.9015984015984015,1.0,2.474723100662231,2.34049472902852,2.0327503681182857,2.028379814979354
1,validation,case_81,0.1440259688050606,0.9601649848085444,0.9108391608391608,1.0,0.903096903096903,1.0,5.849575996398926,5.722536258160082,4.465238285064695,4.3588163033973615
1,validation,case_83,0.12782151634518488,0.9670497829977911,0.9100899100899101,1.0,0.9035964035964036,0.9997502497502497,5.771707534790039,5.767007841292413,4.528461456298825,4.571685896939921
1,validation,case_86,0.14358598883376167,0.9649853444333781,0.9248251748251748,1.0,0.8791208791208791,1.0,4.475714206695557,4.32379758995731,3.125272488594053,3.024570414623082
1,validation,case_87,0.13871521974747156,0.9385429434545868,0.8076923076923077,1.0,0.8196803196803197,1.0,5.090262413024902,5.0093450868745,5.682378149032594,5.313011390720732
1,validation,case_101,0.12363978880594258,0.9703914750749068,0.9228271728271729,1.0,0.9168331668331668,1.0,5.892951965332031,5.892404559822839,4.504834222793582,4.697861838262358
1,validation,case_120,0.12139840277133296,0.9718348158971096,0.9183316683316683,1.0,0.9090909090909091,1.0,5.849380970001221,5.858561532053554,4.445419645309439,4.5680050234717955
1,validation,case_145,0.1502521617237818,0.9596710796580573,0.9153346653346653,1.0,0.8963536463536463,1.0,4.2847580909729,4.307583243069127,3.1143204212188706,3.1009859122659833
1,validation,case_176,0.12932981468285734,0.9579646950915078,0.8833666333666333,0.9995004995004995,0.8981018981018981,0.9995004995004995,4.060999393463135,4.016219794644687,3.7668201446533205,3.7309913245192474
1,internal_test,case_06,0.14914456721409122,0.9613486941490238,0.9095904095904096,1.0,0.8978521478521478,1.0,5.917630195617676,5.7776144309865884,4.216940259933473,4.108190530048592
1,internal_test,case_28,0.1326998511437351,0.9663541925108127,0.9058441558441559,0.9997502497502497,0.8968531468531469,1.0,5.526687145233154,5.492717177954645,4.198164606094357,4.335798632861213
1,internal_test,case_57,0.1383262729053275,0.958819988996723,0.8928571428571429,1.0,0.8831168831168831,1.0,5.400399684906006,5.4789667832071585,4.328103303909296,4.2148417972361445
1,internal_test,case_66,0.17167634716976696,0.8895745485284408,0.8793706293706294,1.0,0.9158341658341659,1.0,3.309709310531616,3.401257313112226,5.331147241592408,5.070387338536564
1,internal_test,case_71,0.15914099058781478,0.9547998397674085,0.8946053946053946,1.0,0.8379120879120879,1.0,4.549803733825684,4.449177237588325,3.220757842063904,3.1129717639205987
1,internal_test,case_82,0.12040475876736323,0.9732053849539002,0.9210789210789211,0.9997502497502497,0.9120879120879121,0.9997502497502497,5.501571178436279,5.568044239565112,4.104699707031248,4.339308877089035
1,internal_test,case_93,0.1399606555351654,0.9675442316146939,0.9173326673326674,1.0,0.8833666333666333,1.0,5.478693008422852,5.470864058981617,3.771795606613157,3.7239129924557215
1,internal_test,case_98,0.16619187933999646,0.9568222959550371,0.9038461538461539,1.0,0.8796203796203796,1.0,6.260926246643066,6.072338868843339,4.19578537940979,4.195325056655852
1,internal_test,case_102,0.14590655861811974,0.9271782713811804,0.8783716283716284,1.0,0.8986013986013986,1.0,3.561208724975586,3.8467134499313156,4.8449513435363745,5.648946976475372
1,internal_test,case_117,0.14823248104374662,0.9591898576268488,0.9028471528471529,1.0,0.8821178821178821,1.0,5.137139797210693,4.993575562287775,3.738644218444824,3.6607080151033133
1,internal_test,case_147,0.1299832844598285,0.969140439708275,0.9108391608391608,1.0,0.8983516483516484,1.0,4.797993183135986,4.79370777423356,3.571621274948118,3.6180614710262313
1,internal_test,case_159,0.13047957343582417,0.9659087988031198,0.9020979020979021,1.0,0.8806193806193806,1.0,4.308229923248291,4.241041873377994,3.426976585388183,3.4497398341622145
1,internal_test,case_196,0.11895244157765592,0.972344507665708,0.9155844155844156,1.0,0.9058441558441559,1.0,4.721620082855225,4.672956991006231,3.6987215995788567,3.714612077442404
1,internal_test,case_197,0.12605854459099447,0.9661308229759408,0.8943556443556444,1.0,0.8923576423576424,1.0,4.335291862487793,4.307750788577837,3.6016250133514403,3.462965359874351
1,internal_test,case_199,0.12955540475323166,0.9637198638400271,0.8821178821178821,1.0,0.9090909090909091,1.0,4.7387189865112305,4.741810940767016,3.977985143661499,4.035634556108982
