stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode,completed_segment,completed_attempt
residual_shape,v9_i1_residual_shape_pilot,0,1,1.0,0.0,-8.560956e-5,-8.56095600000000e-5,0.453427329216307,[],CONST,"{""features"": [], ""operators"": []}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,1,3,0.94202876,0.0298597370431331,nearest_radial_boundary_fraction_proxy_scaled * 0.23967783,nearest_radial_boundary_fraction_proxy_scaled*0.23967783,1.7893658160812*nearest_radial_boundary_fraction_proxy - 0.164332552063125,"[""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Mul""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,2,5,0.9420275,6.687698381186946e-07,nearest_radial_boundary_fraction_proxy_scaled / 4.156247,nearest_radial_boundary_fraction_proxy_scaled/4.156247,1.79626299553558*nearest_radial_boundary_fraction_proxy - 0.166714068440521,"[""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Mul"", ""Pow""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,3,6,0.9348067,0.0076946974086615,abs(nearest_axial_boundary_fraction_proxy_scaled) + -0.894578,Abs(nearest_axial_boundary_fraction_proxy_scaled) - 0.894578,1.02162831868781*Abs(6.21020430729467*nearest_axial_boundary_fraction_proxy - 1.42454761725745) - 0.460411427707948,"[""nearest_axial_boundary_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Abs(Symbol('nearest_axial_boundary_fraction_proxy_scaled'))), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled""], ""operators"": [""Abs"", ""Add""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,4,7,0.87979084,0.0606555725442626,gauss(fluence_rate_scaled) - 0.50353706,-1*0.50353706 + exp(-fluence_rate_scaled**2),-0.0609129296376485 + 1.02162831868781*exp(-58.9263744196737*(0.270377290707832*fluence_rate - 1)**2),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, exp(Pow(Symbol('fluence_rate_scaled'), Integer(2)))), CONST), exp(Mul(Integer(-1), Pow(Symbol('fluence_rate_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,5,9,0.86095196,0.0108227450593492,gauss(fluence_rate_scaled * 1.3405694) - 0.50353706,-1*0.50353706 + exp(-1.79712631621636*fluence_rate_scaled**2),-0.0609129296376485 + 1.02162831868781*exp(-105.898138188814*(0.270377290707832*fluence_rate - 1)**2),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, exp(Mul(CONST, Pow(Symbol('fluence_rate_scaled'), Integer(2))))), CONST), exp(Mul(Integer(-1), CONST, Pow(Symbol('fluence_rate_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,6,11,0.8567148,0.0024668164357027,gauss((nearest_axial_boundary_fraction_proxy_scaled + 1.3793064) * 3.4704208) - 0.19589865,-1*0.19589865 + exp(-22.9132016904023*(0.72500207350593*nearest_axial_boundary_fraction_proxy_scaled + 1)**2),0.253379181934442 + 1.02162831868781*exp(-464.489660921579*(nearest_axial_boundary_fraction_proxy - 0.00728498049642328)**2),"[""nearest_axial_boundary_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, exp(Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'))), exp(Mul(CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))))), CONST), exp(Mul(Integer(-1), CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'))), exp(Mul(Integer(-1), CONST, Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,7,13,0.85109526,0.0032905066045328,gauss(square(z_fraction_proxy_scaled - 2.410737) - (z_fraction_proxy_scaled * nearest_radial_boundary_fraction_proxy_scaled)),exp(-(-nearest_radial_boundary_fraction_proxy_scaled*z_fraction_proxy_scaled + (z_fraction_proxy_scaled - 1*2.410737)**2)**2),0.453514790367153 + 1.02162831868781*exp(-300.067648515419*(-0.0577285185382164*(7.30766028098634*nearest_radial_boundary_fraction_proxy - 2.52325066423747)*(3.20954922399893*z_fraction_proxy - 1.7512890462954) + (0.771150681975125*z_fraction_proxy - 1)**2)**2),"[""nearest_radial_boundary_fraction_proxy_scaled"", ""z_fraction_proxy_scaled""]","Mul(CONST, exp(Mul(CONST, Symbol('z_fraction_proxy_scaled'))), exp(Mul(Integer(-1), CONST, Pow(Symbol('z_fraction_proxy_scaled'), Integer(2)))), exp(Mul(CONST, Pow(Symbol('z_fraction_proxy_scaled'), Integer(3)))), exp(Mul(Integer(-1), CONST, Pow(Symbol('z_fraction_proxy_scaled'), Integer(4)))), exp(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Symbol('z_fraction_proxy_scaled'))), exp(Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Pow(Symbol('z_fraction_proxy_scaled'), Integer(2)))), exp(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Pow(Symbol('z_fraction_proxy_scaled'), Integer(3)))), exp(Mul(Integer(-1), CONST, Pow(Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Integer(2)), Pow(Symbol('z_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,8,15,0.7961859,0.033345679956502,(gauss(fluence_rate_scaled * 1.4074419) - gauss(nearest_axial_boundary_fraction_proxy_scaled)) * 0.8958098,(-exp(-nearest_axial_boundary_fraction_proxy_scaled**2) + exp(-1.98089270187561*fluence_rate_scaled**2))*0.8958098,0.453514790367153 - 0.915184659838061*exp(-38.5666375383413*(nearest_axial_boundary_fraction_proxy - 0.229388204762303)**2) + 0.915184659838061*exp(-116.726825035921*(0.270377290707832*fluence_rate - 1)**2),"[""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Add(exp(Mul(CONST, Pow(Symbol('fluence_rate_scaled'), Integer(2)))), Mul(Integer(-1), exp(Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))))), exp(Mul(Integer(-1), CONST, Pow(Symbol('fluence_rate_scaled'), Integer(2)))), exp(Mul(Integer(-1), Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search,1,1
residual_shape,v9_i1_residual_shape_pilot,9,17,0.7677781,0.0181659710920337,(z_within_case_z_scaled * z_scaled) * ((gauss(fluence_rate_scaled) - gauss(nearest_axial_boundary_fraction_proxy_scaled)) - 0.2408533),z_scaled*z_within_case_z_scaled*(-1*0.2408533 - exp(-nearest_axial_boundary_fraction_proxy_scaled**2) + exp(-fluence_rate_scaled**2)),1.02162831868781*(0.00363308850324394*z - 1.75783080310155)*(0.933516437942946*z_within_case_z - 0.147160560295887)*(-0.2408533 - exp(-38.5666375383413*(nearest_axial_boundary_fraction_proxy - 0.229388204762303)**2) + exp(-58.9263744196737*(0.270377290707832*fluence_rate - 1)**2)) + 0.453514790367153,"[""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled"", ""z_scaled"", ""z_within_case_z_scaled""]","Mul(Integer(-1), CONST, Symbol('z_scaled'), Symbol('z_within_case_z_scaled'), Add(Mul(CONST, exp(Pow(Symbol('fluence_rate_scaled'), Integer(2))), exp(Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2)))), Mul(CONST, exp(Pow(Symbol('fluence_rate_scaled'), Integer(2)))), Mul(Integer(-1), CONST, exp(Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))))), exp(Mul(Integer(-1), Pow(Symbol('fluence_rate_scaled'), Integer(2)))), exp(Mul(Integer(-1), Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled"", ""z_scaled"", ""z_within_case_z_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search,1,1
